JoinField,JoinField_alt,Ted Dabrowski & Carrie Mendoza,James Mendrick & Robert Renteria,Darren Bailey & Aaron B. Del Mar,Rick Heidner & Christina Neitzke-Troike,Total Voters
COOK:8600055,COOK:Orland Precinct 55,22,4,21,9,56
COOK:8600056,COOK:Orland Precinct 56,42,2,24,14,82
COOK:8600057,COOK:Orland Precinct 57,22,4,27,13,66
COOK:8600058,COOK:Orland Precinct 58,28,4,38,10,80
COOK:8600059,COOK:Orland Precinct 59,42,9,32,8,91
COOK:8600060,COOK:Orland Precinct 60,18,9,18,0,45
COOK:8600061,COOK:Orland Precinct 61,26,11,15,13,65
COOK:8600062,COOK:Orland Precinct 62,36,3,24,14,77
COOK:8700001,COOK:Palatine Precinct 1,25,3,28,1,57
COOK:8700002,COOK:Palatine Precinct 2,53,1,30,16,100
COOK:8700003,COOK:Palatine Precinct 3,41,5,26,9,81
COOK:8700004,COOK:Palatine Precinct 4,7,1,10,2,20
COOK:8700005,COOK:Palatine Precinct 5,43,7,41,16,107
COOK:8700006,COOK:Palatine Precinct 6,39,4,33,5,81
COOK:8700007,COOK:Palatine Precinct 7,34,3,22,11,70
COOK:8700008,COOK:Palatine Precinct 8,25,2,24,9,60
COOK:8700009,COOK:Palatine Precinct 9,42,4,12,13,71
COOK:8700010,COOK:Palatine Precinct 10,29,2,36,39,106
COOK:8700011,COOK:Palatine Precinct 11,23,2,17,4,46
COOK:8700012,COOK:Palatine Precinct 12,44,4,18,17,83
COOK:8700013,COOK:Palatine Precinct 13,27,7,26,10,70
COOK:8700014,COOK:Palatine Precinct 14,40,7,30,7,84
COOK:8700015,COOK:Palatine Precinct 15,36,3,26,3,68
COOK:8700016,COOK:Palatine Precinct 16,18,4,7,2,31
COOK:8700017,COOK:Palatine Precinct 17,32,4,31,10,77
COOK:8700018,COOK:Palatine Precinct 18,47,7,22,4,80
COOK:8700019,COOK:Palatine Precinct 19,37,5,29,14,85
COOK:8700020,COOK:Palatine Precinct 20,10,0,4,4,18
COOK:8700021,COOK:Palatine Precinct 21,37,5,28,2,72
COOK:8700022,COOK:Palatine Precinct 22,49,2,28,3,82
COOK:8700023,COOK:Palatine Precinct 23,30,1,17,10,58
COOK:8700024,COOK:Palatine Precinct 24,38,5,41,15,99
COOK:8700025,COOK:Palatine Precinct 25,32,7,29,7,75
COOK:8700026,COOK:Palatine Precinct 26,34,10,28,7,79
COOK:8700027,COOK:Palatine Precinct 27,35,8,22,6,71
COOK:8700028,COOK:Palatine Precinct 28,31,6,24,7,68
COOK:8700029,COOK:Palatine Precinct 29,40,5,18,23,86
COOK:8700030,COOK:Palatine Precinct 30,21,3,19,4,47
COOK:8700031,COOK:Palatine Precinct 31,38,4,17,3,62
COOK:8700032,COOK:Palatine Precinct 32,28,7,24,6,65
COOK:8700033,COOK:Palatine Precinct 33,9,3,13,2,27
COOK:8700034,COOK:Palatine Precinct 34,56,4,27,20,107
COOK:8700035,COOK:Palatine Precinct 35,48,3,35,6,92
COOK:8700036,COOK:Palatine Precinct 36,18,2,12,2,34
COOK:8700037,COOK:Palatine Precinct 37,28,3,11,7,49
COOK:8700038,COOK:Palatine Precinct 38,61,3,54,9,127
COOK:8700039,COOK:Palatine Precinct 39,48,9,39,9,105
COOK:8700040,COOK:Palatine Precinct 40,59,7,39,7,112
COOK:8700041,COOK:Palatine Precinct 41,36,3,26,11,76
COOK:8700042,COOK:Palatine Precinct 42,40,7,41,11,99
COOK:8700043,COOK:Palatine Precinct 43,24,4,22,12,62
COOK:8700044,COOK:Palatine Precinct 44,46,12,35,24,117
COOK:8700045,COOK:Palatine Precinct 45,44,3,25,1,73
COOK:8700046,COOK:Palatine Precinct 46,45,7,37,6,95
COOK:8700047,COOK:Palatine Precinct 47,40,3,29,11,83
COOK:8700048,COOK:Palatine Precinct 48,34,2,18,9,63
COOK:8700049,COOK:Palatine Precinct 49,30,3,7,17,57
COOK:8700050,COOK:Palatine Precinct 50,50,7,35,8,100
COOK:8700051,COOK:Palatine Precinct 51,18,3,21,8,50
COOK:8700052,COOK:Palatine Precinct 52,44,3,32,9,88
COOK:8700053,COOK:Palatine Precinct 53,30,2,23,5,60
COOK:8700054,COOK:Palatine Precinct 54,37,2,33,9,81
COOK:8700055,COOK:Palatine Precinct 55,39,10,24,15,88
COOK:8700056,COOK:Palatine Precinct 56,25,4,17,8,54
COOK:8700057,COOK:Palatine Precinct 57,35,7,32,6,80
COOK:8700058,COOK:Palatine Precinct 58,26,4,18,5,53
COOK:8700059,COOK:Palatine Precinct 59,21,2,31,8,62
COOK:8700060,COOK:Palatine Precinct 60,11,1,16,3,31
COOK:8700061,COOK:Palatine Precinct 61,29,4,21,27,81
COOK:8700062,COOK:Palatine Precinct 62,20,4,14,8,46
COOK:8700063,COOK:Palatine Precinct 63,39,1,28,8,76
COOK:8700064,COOK:Palatine Precinct 64,21,6,35,9,71
COOK:8700065,COOK:Palatine Precinct 65,30,3,16,8,57
COOK:8800001,COOK:Palos Precinct 1,24,2,13,6,45
COOK:8800002,COOK:Palos Precinct 2,50,3,25,6,84
COOK:8800003,COOK:Palos Precinct 3,37,5,23,3,68
COOK:8800004,COOK:Palos Precinct 4,31,4,16,0,51
COOK:8800005,COOK:Palos Precinct 5,18,6,9,7,40
COOK:8800006,COOK:Palos Precinct 6,7,3,5,3,18
COOK:8800007,COOK:Palos Precinct 7,28,3,34,7,72
COOK:8800008,COOK:Palos Precinct 8,29,10,19,13,71
COOK:8800009,COOK:Palos Precinct 9,62,10,46,8,126
COOK:8800010,COOK:Palos Precinct 10,59,13,28,10,110
COOK:8800011,COOK:Palos Precinct 11,38,6,18,10,72
COOK:8800012,COOK:Palos Precinct 12,31,4,17,3,55
COOK:8800013,COOK:Palos Precinct 13,40,8,28,6,82
COOK:8800014,COOK:Palos Precinct 14,26,5,18,5,54
COOK:8800015,COOK:Palos Precinct 15,76,11,35,17,139
COOK:8800016,COOK:Palos Precinct 16,66,6,32,7,111
COOK:8800017,COOK:Palos Precinct 17,28,5,26,10,69
COOK:8800018,COOK:Palos Precinct 18,27,9,24,12,72
COOK:8800019,COOK:Palos Precinct 19,54,5,21,6,86
COOK:8800020,COOK:Palos Precinct 20,35,6,22,1,64
COOK:8800021,COOK:Palos Precinct 21,17,4,13,1,35
COOK:8800022,COOK:Palos Precinct 22,12,1,1,0,14
COOK:8800023,COOK:Palos Precinct 23,21,4,11,4,40
COOK:8800024,COOK:Palos Precinct 24,66,19,43,16,144
COOK:8800025,COOK:Palos Precinct 25,8,3,2,2,15
COOK:8800026,COOK:Palos Precinct 26,20,4,18,1,43
COOK:8800027,COOK:Palos Precinct 27,42,1,19,2,64
COOK:8800028,COOK:Palos Precinct 28,4,2,3,6,15
COOK:8800029,COOK:Palos Precinct 29,44,2,23,9,78
COOK:8800030,COOK:Palos Precinct 30,43,6,19,4,72
COOK:8800031,COOK:Palos Precinct 31,45,4,24,9,82
COOK:8800032,COOK:Palos Precinct 32,24,2,8,3,37
COOK:8800033,COOK:Palos Precinct 33,38,8,24,10,80
COOK:8800034,COOK:Palos Precinct 34,22,4,15,4,45
COOK:8800035,COOK:Palos Precinct 35,47,5,20,14,86
COOK:8900001,COOK:Proviso Precinct 1,1,0,3,1,5
COOK:8900002,COOK:Proviso Precinct 2,10,3,1,0,14
COOK:8900003,COOK:Proviso Precinct 3,8,5,5,1,19
COOK:8900004,COOK:Proviso Precinct 4,3,0,1,0,4
COOK:8900005,COOK:Proviso Precinct 5,20,5,16,4,45
COOK:8900006,COOK:Proviso Precinct 6,24,5,21,8,58
COOK:8900007,COOK:Proviso Precinct 7,11,2,7,5,25
COOK:8900008,COOK:Proviso Precinct 8,11,1,11,2,25
COOK:8900009,COOK:Proviso Precinct 9,1,1,0,0,2
COOK:8900010,COOK:Proviso Precinct 10,0,0,3,0,3
COOK:8900011,COOK:Proviso Precinct 11,6,1,6,5,18
COOK:8900012,COOK:Proviso Precinct 12,19,5,9,4,37
COOK:8900013,COOK:Proviso Precinct 13,15,7,10,2,34
COOK:8900014,COOK:Proviso Precinct 14,4,3,7,1,15
COOK:8900015,COOK:Proviso Precinct 15,6,0,2,3,11
COOK:8900016,COOK:Proviso Precinct 16,11,3,5,0,19
COOK:8900017,COOK:Proviso Precinct 17,35,7,24,7,73
COOK:8900018,COOK:Proviso Precinct 18,7,1,0,1,9
COOK:8900019,COOK:Proviso Precinct 19,2,1,1,0,4
COOK:8900020,COOK:Proviso Precinct 20,2,2,5,2,11
COOK:8900021,COOK:Proviso Precinct 21,24,11,19,3,57
COOK:8900022,COOK:Proviso Precinct 22,2,0,0,1,3
COOK:8900023,COOK:Proviso Precinct 23,35,1,15,4,55
COOK:8900024,COOK:Proviso Precinct 24,50,3,14,6,73
COOK:8900025,COOK:Proviso Precinct 25,19,10,21,3,53
COOK:8900026,COOK:Proviso Precinct 26,27,2,12,4,45
COOK:8900027,COOK:Proviso Precinct 27,17,3,14,3,37
COOK:8900028,COOK:Proviso Precinct 28,21,7,15,8,51
COOK:8900029,COOK:Proviso Precinct 29,25,6,19,1,51
COOK:8900030,COOK:Proviso Precinct 30,13,5,10,3,31
COOK:8900031,COOK:Proviso Precinct 31,0,0,1,0,1
COOK:8900032,COOK:Proviso Precinct 32,36,9,23,7,75
COOK:8900033,COOK:Proviso Precinct 33,1,0,2,1,4
COOK:8900034,COOK:Proviso Precinct 34,0,1,5,1,7
COOK:8900035,COOK:Proviso Precinct 35,36,6,37,12,91
COOK:8900036,COOK:Proviso Precinct 36,4,2,4,0,10
COOK:8900037,COOK:Proviso Precinct 37,0,0,0,0,0
COOK:8900038,COOK:Proviso Precinct 38,4,0,3,0,7
COOK:8900039,COOK:Proviso Precinct 39,12,5,9,2,28
COOK:8900040,COOK:Proviso Precinct 40,0,1,0,0,1
COOK:8900041,COOK:Proviso Precinct 41,1,0,2,0,3
COOK:8900042,COOK:Proviso Precinct 42,30,8,25,15,78
COOK:8900043,COOK:Proviso Precinct 43,0,0,2,0,2
COOK:8900044,COOK:Proviso Precinct 44,0,2,4,1,7
COOK:8900045,COOK:Proviso Precinct 45,1,2,2,0,5
COOK:8900046,COOK:Proviso Precinct 46,5,2,4,1,12
COOK:8900047,COOK:Proviso Precinct 47,1,0,0,1,2
COOK:8900048,COOK:Proviso Precinct 48,2,4,2,3,11
COOK:8900049,COOK:Proviso Precinct 49,10,4,5,1,20
COOK:8900050,COOK:Proviso Precinct 50,14,2,23,2,41
COOK:8900051,COOK:Proviso Precinct 51,10,7,9,2,28
COOK:8900052,COOK:Proviso Precinct 52,1,1,1,1,4
COOK:8900053,COOK:Proviso Precinct 53,0,1,1,0,2
COOK:8900054,COOK:Proviso Precinct 54,27,5,12,3,47
COOK:8900055,COOK:Proviso Precinct 55,25,7,9,6,47
COOK:8900056,COOK:Proviso Precinct 56,1,1,4,0,6
COOK:8900057,COOK:Proviso Precinct 57,12,5,13,1,31
COOK:8900058,COOK:Proviso Precinct 58,1,0,1,0,2
COOK:8900059,COOK:Proviso Precinct 59,6,4,15,0,25
COOK:8900060,COOK:Proviso Precinct 60,8,3,4,0,15
COOK:8900061,COOK:Proviso Precinct 61,5,4,8,2,19
COOK:8900062,COOK:Proviso Precinct 62,14,0,9,4,27
COOK:8900063,COOK:Proviso Precinct 63,23,7,21,5,56
COOK:8900064,COOK:Proviso Precinct 64,3,0,5,2,10
COOK:8900065,COOK:Proviso Precinct 65,5,0,5,1,11
COOK:8900066,COOK:Proviso Precinct 66,9,3,10,3,25
COOK:8900067,COOK:Proviso Precinct 67,7,2,12,1,22
COOK:8900068,COOK:Proviso Precinct 68,9,1,2,3,15
COOK:8900069,COOK:Proviso Precinct 69,7,5,11,3,26
COOK:8900070,COOK:Proviso Precinct 70,17,6,14,4,41
COOK:8900071,COOK:Proviso Precinct 71,11,12,22,9,54
COOK:8900072,COOK:Proviso Precinct 72,4,2,5,1,12
COOK:8900073,COOK:Proviso Precinct 73,14,1,6,5,26
COOK:8900074,COOK:Proviso Precinct 74,24,9,22,1,56
COOK:8900075,COOK:Proviso Precinct 75,9,5,15,10,39
COOK:8900076,COOK:Proviso Precinct 76,16,2,8,4,30
COOK:8900077,COOK:Proviso Precinct 77,5,5,9,0,19
COOK:8900078,COOK:Proviso Precinct 78,10,9,8,3,30
COOK:8900079,COOK:Proviso Precinct 79,2,0,2,0,4
COOK:8900080,COOK:Proviso Precinct 80,2,8,3,1,14
COOK:8900081,COOK:Proviso Precinct 81,10,1,8,3,22
COOK:8900082,COOK:Proviso Precinct 82,5,0,1,0,6
COOK:8900083,COOK:Proviso Precinct 83,2,0,2,1,5
COOK:8900084,COOK:Proviso Precinct 84,21,6,15,7,49
COOK:8900085,COOK:Proviso Precinct 85,34,8,13,4,59
COOK:8900086,COOK:Proviso Precinct 86,2,2,2,0,6
COOK:8900087,COOK:Proviso Precinct 87,12,6,11,11,40
COOK:8900088,COOK:Proviso Precinct 88,30,6,15,4,55
COOK:8900089,COOK:Proviso Precinct 89,14,2,18,1,35
COOK:9000001,COOK:Rich Precinct 1,7,3,5,2,17
COOK:9000002,COOK:Rich Precinct 2,3,2,5,2,12
COOK:9000003,COOK:Rich Precinct 3,11,3,11,5,30
COOK:9000004,COOK:Rich Precinct 4,3,0,1,1,5
COOK:9000005,COOK:Rich Precinct 5,4,1,2,3,10
COOK:9000006,COOK:Rich Precinct 6,3,2,7,2,14
COOK:9000007,COOK:Rich Precinct 7,10,1,9,4,24
COOK:9000008,COOK:Rich Precinct 8,6,1,11,2,20
COOK:9000009,COOK:Rich Precinct 9,2,0,4,0,6
COOK:9000010,COOK:Rich Precinct 10,2,0,5,1,8
COOK:9000011,COOK:Rich Precinct 11,5,3,3,1,12
COOK:9000012,COOK:Rich Precinct 12,6,2,5,2,15
COOK:9000013,COOK:Rich Precinct 13,9,3,15,2,29
COOK:9000014,COOK:Rich Precinct 14,11,8,6,3,28
COOK:9000015,COOK:Rich Precinct 15,4,1,4,2,11
COOK:9000016,COOK:Rich Precinct 16,3,1,5,1,10
COOK:9000017,COOK:Rich Precinct 17,10,3,11,0,24
COOK:9000018,COOK:Rich Precinct 18,2,2,4,2,10
COOK:9000019,COOK:Rich Precinct 19,13,6,16,8,43
COOK:9000020,COOK:Rich Precinct 20,37,6,52,20,115
COOK:9000021,COOK:Rich Precinct 21,6,3,7,2,18
COOK:9000022,COOK:Rich Precinct 22,4,1,6,1,12
COOK:9000023,COOK:Rich Precinct 23,2,1,7,2,12
COOK:9000024,COOK:Rich Precinct 24,11,2,8,3,24
COOK:9000025,COOK:Rich Precinct 25,6,1,7,0,14
COOK:9000026,COOK:Rich Precinct 26,4,2,6,2,14
COOK:9000027,COOK:Rich Precinct 27,3,1,5,2,11
COOK:9000028,COOK:Rich Precinct 28,6,0,5,0,11
COOK:9000029,COOK:Rich Precinct 29,8,3,16,0,27
COOK:9000030,COOK:Rich Precinct 30,2,2,4,0,8
COOK:9000031,COOK:Rich Precinct 31,17,2,5,0,24
COOK:9000032,COOK:Rich Precinct 32,6,0,5,2,13
COOK:9000033,COOK:Rich Precinct 33,2,1,7,5,15
COOK:9000034,COOK:Rich Precinct 34,1,0,1,1,3
COOK:9000035,COOK:Rich Precinct 35,7,3,9,3,22
COOK:9000036,COOK:Rich Precinct 36,7,2,7,2,18
COOK:9000037,COOK:Rich Precinct 37,3,0,2,1,6
COOK:9000038,COOK:Rich Precinct 38,4,1,4,0,9
COOK:9000039,COOK:Rich Precinct 39,7,0,1,0,8
COOK:9000040,COOK:Rich Precinct 40,2,1,4,1,8
COOK:9000041,COOK:Rich Precinct 41,1,1,0,0,2
COOK:9000042,COOK:Rich Precinct 42,1,1,3,0,5
COOK:9000043,COOK:Rich Precinct 43,1,1,1,0,3
COOK:9000044,COOK:Rich Precinct 44,3,0,0,0,3
COOK:9000045,COOK:Rich Precinct 45,3,2,5,0,10
COOK:9000046,COOK:Rich Precinct 46,4,2,1,1,8
COOK:9000047,COOK:Rich Precinct 47,2,0,7,0,9
COOK:9100001,COOK:River Forest Precinct 1,23,1,5,7,36
COOK:9100002,COOK:River Forest Precinct 2,39,4,11,7,61
COOK:9100003,COOK:River Forest Precinct 3,16,3,7,0,26
COOK:9100004,COOK:River Forest Precinct 4,16,2,3,3,24
COOK:9100005,COOK:River Forest Precinct 5,23,6,5,2,36
COOK:9100006,COOK:River Forest Precinct 6,13,1,7,11,32
COOK:9100007,COOK:River Forest Precinct 7,14,1,8,1,24
COOK:9200001,COOK:Riverside Precinct 1,24,5,14,4,47
COOK:9200002,COOK:Riverside Precinct 2,1,2,2,0,5
COOK:9200003,COOK:Riverside Precinct 3,17,0,10,2,29
COOK:9200004,COOK:Riverside Precinct 4,35,3,19,5,62
COOK:9200005,COOK:Riverside Precinct 5,18,2,7,3,30
COOK:9200006,COOK:Riverside Precinct 6,42,13,31,17,103
COOK:9200007,COOK:Riverside Precinct 7,20,6,19,8,53
COOK:9200008,COOK:Riverside Precinct 8,30,5,10,10,55
COOK:9200009,COOK:Riverside Precinct 9,24,2,15,1,42
COOK:9200010,COOK:Riverside Precinct 10,25,3,12,5,45
COOK:9200011,COOK:Riverside Precinct 11,36,11,16,4,67
COOK:9200012,COOK:Riverside Precinct 12,20,10,15,7,52
COOK:9300001,COOK:Schaumburg Precinct 1,40,8,21,13,82
COOK:9300002,COOK:Schaumburg Precinct 2,39,8,19,3,69
COOK:9300003,COOK:Schaumburg Precinct 3,32,5,34,16,87
COOK:9300004,COOK:Schaumburg Precinct 4,6,1,7,4,18
COOK:9300005,COOK:Schaumburg Precinct 5,29,5,21,11,66
COOK:9300006,COOK:Schaumburg Precinct 6,39,11,26,16,92
COOK:9300007,COOK:Schaumburg Precinct 7,15,3,4,2,24
COOK:9300008,COOK:Schaumburg Precinct 8,21,11,13,15,60
COOK:9300009,COOK:Schaumburg Precinct 9,18,4,12,5,39
COOK:9300010,COOK:Schaumburg Precinct 10,26,3,14,12,55
COOK:9300011,COOK:Schaumburg Precinct 11,5,5,11,6,27
COOK:9300012,COOK:Schaumburg Precinct 12,17,7,19,9,52
COOK:9300013,COOK:Schaumburg Precinct 13,13,5,17,13,48
COOK:9300014,COOK:Schaumburg Precinct 14,52,16,39,16,123
COOK:9300015,COOK:Schaumburg Precinct 15,33,7,22,11,73
COOK:9300016,COOK:Schaumburg Precinct 16,43,4,12,10,69
COOK:9300017,COOK:Schaumburg Precinct 17,49,7,42,19,117
COOK:9300018,COOK:Schaumburg Precinct 18,23,11,16,18,68
COOK:9300019,COOK:Schaumburg Precinct 19,10,6,14,4,34
COOK:9300020,COOK:Schaumburg Precinct 20,39,8,29,10,86
COOK:9300021,COOK:Schaumburg Precinct 21,40,9,20,18,87
COOK:9300022,COOK:Schaumburg Precinct 22,18,2,9,8,37
COOK:9300023,COOK:Schaumburg Precinct 23,23,1,11,10,45
COOK:9300024,COOK:Schaumburg Precinct 24,32,11,21,13,77
COOK:9300025,COOK:Schaumburg Precinct 25,25,7,15,7,54
COOK:9300026,COOK:Schaumburg Precinct 26,20,3,15,11,49
COOK:9300027,COOK:Schaumburg Precinct 27,18,4,13,10,45
COOK:9300028,COOK:Schaumburg Precinct 28,27,5,16,15,63
COOK:9300029,COOK:Schaumburg Precinct 29,36,8,14,20,78
COOK:9300030,COOK:Schaumburg Precinct 30,29,5,14,9,57
COOK:9300031,COOK:Schaumburg Precinct 31,19,5,31,15,70
COOK:9300032,COOK:Schaumburg Precinct 32,20,10,31,13,74
COOK:9300033,COOK:Schaumburg Precinct 33,60,14,34,19,127
COOK:9300034,COOK:Schaumburg Precinct 34,10,2,8,7,27
COOK:9300035,COOK:Schaumburg Precinct 35,19,4,7,5,35
COOK:9300036,COOK:Schaumburg Precinct 36,31,15,34,26,106
COOK:9300037,COOK:Schaumburg Precinct 37,22,8,8,8,46
COOK:9300038,COOK:Schaumburg Precinct 38,26,8,24,13,71
COOK:9300039,COOK:Schaumburg Precinct 39,44,15,17,20,96
COOK:9300040,COOK:Schaumburg Precinct 40,26,12,21,8,67
COOK:9300041,COOK:Schaumburg Precinct 41,38,19,32,15,104
COOK:9300042,COOK:Schaumburg Precinct 42,15,6,19,7,47
COOK:9300043,COOK:Schaumburg Precinct 43,16,1,8,15,40
COOK:9300044,COOK:Schaumburg Precinct 44,16,1,10,7,34
COOK:9300045,COOK:Schaumburg Precinct 45,22,5,23,9,59
COOK:9300046,COOK:Schaumburg Precinct 46,20,3,16,4,43
COOK:9300047,COOK:Schaumburg Precinct 47,39,4,22,7,72
COOK:9300048,COOK:Schaumburg Precinct 48,27,6,28,10,71
COOK:9300049,COOK:Schaumburg Precinct 49,18,3,20,13,54
COOK:9300050,COOK:Schaumburg Precinct 50,44,9,32,11,96
COOK:9300051,COOK:Schaumburg Precinct 51,12,8,13,4,37
COOK:9300052,COOK:Schaumburg Precinct 52,48,17,33,12,110
COOK:9300053,COOK:Schaumburg Precinct 53,23,6,21,13,63
COOK:9300054,COOK:Schaumburg Precinct 54,17,9,9,14,49
COOK:9300055,COOK:Schaumburg Precinct 55,49,8,36,30,123
COOK:9300056,COOK:Schaumburg Precinct 56,23,9,28,12,72
COOK:9300057,COOK:Schaumburg Precinct 57,50,7,38,13,108
COOK:9300058,COOK:Schaumburg Precinct 58,17,7,10,3,37
COOK:9300059,COOK:Schaumburg Precinct 59,58,11,28,15,112
COOK:9300060,COOK:Schaumburg Precinct 60,13,3,9,14,39
COOK:9300061,COOK:Schaumburg Precinct 61,34,5,24,6,69
COOK:9300062,COOK:Schaumburg Precinct 62,12,1,19,8,40
COOK:9300063,COOK:Schaumburg Precinct 63,54,8,33,20,115
COOK:9300064,COOK:Schaumburg Precinct 64,33,5,21,5,64
COOK:9300065,COOK:Schaumburg Precinct 65,20,4,19,14,57
COOK:9300066,COOK:Schaumburg Precinct 66,51,10,25,16,102
COOK:9300067,COOK:Schaumburg Precinct 67,35,10,38,12,95
COOK:9300068,COOK:Schaumburg Precinct 68,34,4,15,7,60
COOK:9300069,COOK:Schaumburg Precinct 69,15,4,18,8,45
COOK:9400001,COOK:Stickney Precinct 1,18,6,14,3,41
COOK:9400002,COOK:Stickney Precinct 2,13,1,15,8,37
COOK:9400003,COOK:Stickney Precinct 3,16,6,39,3,64
COOK:9400004,COOK:Stickney Precinct 4,29,2,21,7,59
COOK:9400005,COOK:Stickney Precinct 5,23,11,23,9,66
COOK:9400006,COOK:Stickney Precinct 6,43,3,23,5,74
COOK:9400007,COOK:Stickney Precinct 7,10,1,6,2,19
COOK:9400008,COOK:Stickney Precinct 8,17,4,18,3,42
COOK:9400009,COOK:Stickney Precinct 9,25,1,16,4,46
COOK:9400010,COOK:Stickney Precinct 10,21,5,23,8,57
COOK:9400011,COOK:Stickney Precinct 11,29,2,14,6,51
COOK:7200057,COOK:Stickney Precinct 12,28,3,14,2,47
COOK:9400013,COOK:Stickney Precinct 13,12,1,20,1,34
COOK:9400014,COOK:Stickney Precinct 14,27,6,21,7,61
COOK:9400015,COOK:Stickney Precinct 15,14,4,22,4,44
COOK:9400016,COOK:Stickney Precinct 16,19,4,22,8,53
COOK:9400017,COOK:Stickney Precinct 17,2,2,11,2,17
COOK:9400018,COOK:Stickney Precinct 18,9,4,17,2,32
COOK:9400019,COOK:Stickney Precinct 19,10,12,6,10,38
COOK:9400020,COOK:Stickney Precinct 20,10,1,8,1,20
COOK:9500001,COOK:Thornton Precinct 1,1,2,3,0,6
COOK:9500002,COOK:Thornton Precinct 2,2,0,4,1,7
COOK:9500003,COOK:Thornton Precinct 3,5,0,4,5,14
COOK:9500004,COOK:Thornton Precinct 4,0,0,2,0,2
COOK:9500005,COOK:Thornton Precinct 5,3,0,2,0,5
COOK:9500006,COOK:Thornton Precinct 6,2,1,1,0,4
COOK:9500007,COOK:Thornton Precinct 7,0,0,2,0,2
COOK:9500008,COOK:Thornton Precinct 8,0,0,1,0,1
COOK:9500009,COOK:Thornton Precinct 9,0,0,1,0,1
COOK:9500010,COOK:Thornton Precinct 10,7,1,14,2,24
COOK:9500011,COOK:Thornton Precinct 11,5,2,5,0,12
COOK:9500012,COOK:Thornton Precinct 12,5,1,1,0,7
COOK:9500013,COOK:Thornton Precinct 13,9,3,14,2,28
COOK:9500014,COOK:Thornton Precinct 14,1,0,2,0,3
COOK:9500015,COOK:Thornton Precinct 15,1,2,4,0,7
COOK:9500016,COOK:Thornton Precinct 16,9,0,10,2,21
COOK:9500017,COOK:Thornton Precinct 17,4,0,8,0,12
COOK:9500018,COOK:Thornton Precinct 18,14,5,24,5,48
COOK:9500019,COOK:Thornton Precinct 19,6,8,10,1,25
COOK:9500020,COOK:Thornton Precinct 20,9,4,23,8,44
COOK:9500021,COOK:Thornton Precinct 21,10,2,7,1,20
COOK:9500022,COOK:Thornton Precinct 22,0,0,2,0,2
COOK:9500023,COOK:Thornton Precinct 23,1,0,5,1,7
COOK:9500024,COOK:Thornton Precinct 24,9,3,8,1,21
COOK:9500025,COOK:Thornton Precinct 25,17,3,12,1,33
COOK:9500026,COOK:Thornton Precinct 26,11,1,12,2,26
COOK:9500027,COOK:Thornton Precinct 27,2,1,2,1,6
COOK:9500028,COOK:Thornton Precinct 28,3,1,4,0,8
COOK:9500029,COOK:Thornton Precinct 29,0,1,1,1,3
COOK:9500030,COOK:Thornton Precinct 30,0,0,1,0,1
COOK:9500031,COOK:Thornton Precinct 31,4,1,8,4,17
COOK:9500032,COOK:Thornton Precinct 32,2,1,1,2,6
COOK:9500033,COOK:Thornton Precinct 33,0,0,1,0,1
COOK:9500034,COOK:Thornton Precinct 34,2,0,10,0,12
COOK:9500035,COOK:Thornton Precinct 35,6,0,2,1,9
COOK:9500036,COOK:Thornton Precinct 36,1,0,4,0,5
COOK:9500037,COOK:Thornton Precinct 37,7,2,7,3,19
COOK:9500038,COOK:Thornton Precinct 38,1,1,1,0,3
COOK:9500039,COOK:Thornton Precinct 39,2,0,2,0,4
COOK:9500040,COOK:Thornton Precinct 40,3,2,1,0,6
COOK:9500041,COOK:Thornton Precinct 41,0,0,3,0,3
COOK:9500042,COOK:Thornton Precinct 42,4,2,5,2,13
COOK:9500043,COOK:Thornton Precinct 43,17,3,18,7,45
COOK:9500044,COOK:Thornton Precinct 44,1,0,1,1,3
COOK:9500045,COOK:Thornton Precinct 45,2,1,1,4,8
COOK:9500046,COOK:Thornton Precinct 46,1,0,3,1,5
COOK:9500047,COOK:Thornton Precinct 47,13,1,14,5,33
COOK:9500048,COOK:Thornton Precinct 48,2,0,1,0,3
COOK:9500049,COOK:Thornton Precinct 49,2,2,1,0,5
COOK:9500050,COOK:Thornton Precinct 50,4,3,7,1,15
COOK:9500051,COOK:Thornton Precinct 51,10,2,4,2,18
COOK:9500052,COOK:Thornton Precinct 52,1,0,1,0,2
COOK:9500053,COOK:Thornton Precinct 53,8,4,9,3,24
COOK:9500054,COOK:Thornton Precinct 54,3,4,4,4,15
COOK:9500055,COOK:Thornton Precinct 55,2,1,1,0,4
COOK:9500056,COOK:Thornton Precinct 56,9,1,2,3,15
COOK:9500057,COOK:Thornton Precinct 57,9,1,15,7,32
COOK:9500058,COOK:Thornton Precinct 58,12,1,12,0,25
COOK:9500059,COOK:Thornton Precinct 59,4,1,6,1,12
COOK:9500060,COOK:Thornton Precinct 60,0,0,0,0,0
COOK:9500061,COOK:Thornton Precinct 61,3,0,2,3,8
COOK:9500062,COOK:Thornton Precinct 62,3,0,4,0,7
COOK:9500063,COOK:Thornton Precinct 63,4,1,2,1,8
COOK:9500064,COOK:Thornton Precinct 64,0,0,0,0,0
COOK:9500065,COOK:Thornton Precinct 65,14,3,14,2,33
COOK:9500066,COOK:Thornton Precinct 66,7,3,4,1,15
COOK:9500067,COOK:Thornton Precinct 67,16,2,16,6,40
