JoinField,JoinField_alt,Karina Villa,Stephanie A. Kifowit,Holly Kim,Margaret Croke,Total Voters
COOK:9600008,COOK:Wheeling Precinct 8,55,32,68,102,257
COOK:9600009,COOK:Wheeling Precinct 9,36,10,20,36,102
COOK:9600010,COOK:Wheeling Precinct 10,49,27,64,91,231
COOK:9600011,COOK:Wheeling Precinct 11,39,13,55,79,186
COOK:9600012,COOK:Wheeling Precinct 12,41,22,49,88,200
COOK:9600013,COOK:Wheeling Precinct 13,42,18,70,100,230
COOK:9600014,COOK:Wheeling Precinct 14,27,18,47,63,155
COOK:9600015,COOK:Wheeling Precinct 15,32,14,56,70,172
COOK:9600016,COOK:Wheeling Precinct 16,28,1,20,10,59
COOK:9600017,COOK:Wheeling Precinct 17,43,10,30,46,129
COOK:9600018,COOK:Wheeling Precinct 18,47,17,55,60,179
COOK:9600019,COOK:Wheeling Precinct 19,58,22,69,122,271
COOK:9600020,COOK:Wheeling Precinct 20,40,25,73,91,229
COOK:9600021,COOK:Wheeling Precinct 21,55,31,72,102,260
COOK:9600022,COOK:Wheeling Precinct 22,46,23,54,91,214
COOK:9600023,COOK:Wheeling Precinct 23,31,11,36,64,142
COOK:9600024,COOK:Wheeling Precinct 24,41,39,81,144,305
COOK:9600025,COOK:Wheeling Precinct 25,66,15,85,72,238
COOK:9600026,COOK:Wheeling Precinct 26,66,21,67,98,252
COOK:9600027,COOK:Wheeling Precinct 27,63,22,81,122,288
COOK:9600028,COOK:Wheeling Precinct 28,48,15,81,108,252
COOK:9600029,COOK:Wheeling Precinct 29,23,11,29,44,107
COOK:9600030,COOK:Wheeling Precinct 30,61,11,67,103,242
COOK:9600031,COOK:Wheeling Precinct 31,105,12,87,110,314
COOK:9600032,COOK:Wheeling Precinct 32,48,17,57,62,184
COOK:9600033,COOK:Wheeling Precinct 33,38,9,46,50,143
COOK:9600034,COOK:Wheeling Precinct 34,60,25,101,109,295
COOK:9600035,COOK:Wheeling Precinct 35,33,17,49,68,167
COOK:9600036,COOK:Wheeling Precinct 36,42,32,86,98,258
COOK:9600037,COOK:Wheeling Precinct 37,66,8,51,41,166
COOK:9600038,COOK:Wheeling Precinct 38,43,14,61,96,214
COOK:9600039,COOK:Wheeling Precinct 39,34,18,63,75,190
COOK:9600040,COOK:Wheeling Precinct 40,57,15,96,119,287
COOK:9600041,COOK:Wheeling Precinct 41,50,47,91,97,285
COOK:9600042,COOK:Wheeling Precinct 42,35,16,64,84,199
COOK:9600043,COOK:Wheeling Precinct 43,33,12,50,43,138
COOK:9600044,COOK:Wheeling Precinct 44,34,21,75,70,200
COOK:9600045,COOK:Wheeling Precinct 45,32,20,57,64,173
COOK:9600046,COOK:Wheeling Precinct 46,55,27,68,108,258
COOK:9600047,COOK:Wheeling Precinct 47,41,16,55,61,173
COOK:9600048,COOK:Wheeling Precinct 48,26,12,37,68,143
COOK:9600049,COOK:Wheeling Precinct 49,76,15,68,60,219
COOK:9600050,COOK:Wheeling Precinct 50,40,9,47,36,132
COOK:9600051,COOK:Wheeling Precinct 51,41,12,65,79,197
COOK:9600052,COOK:Wheeling Precinct 52,64,33,115,124,336
COOK:9600053,COOK:Wheeling Precinct 53,44,12,63,74,193
COOK:9600054,COOK:Wheeling Precinct 54,38,18,50,79,185
COOK:9600055,COOK:Wheeling Precinct 55,35,16,63,89,203
COOK:9600056,COOK:Wheeling Precinct 56,35,10,47,46,138
COOK:9600057,COOK:Wheeling Precinct 57,66,22,76,108,272
COOK:9600058,COOK:Wheeling Precinct 58,30,16,46,67,159
COOK:9600059,COOK:Wheeling Precinct 59,45,15,67,72,199
COOK:9600060,COOK:Wheeling Precinct 60,43,31,56,110,240
COOK:9600061,COOK:Wheeling Precinct 61,36,27,72,94,229
COOK:9600062,COOK:Wheeling Precinct 62,41,21,56,82,200
COOK:9600063,COOK:Wheeling Precinct 63,32,5,32,39,108
COOK:9600064,COOK:Wheeling Precinct 64,47,17,55,94,213
COOK:9600065,COOK:Wheeling Precinct 65,63,26,68,80,237
COOK:9600066,COOK:Wheeling Precinct 66,52,24,72,89,237
COOK:9600067,COOK:Wheeling Precinct 67,41,15,34,46,136
COOK:9600068,COOK:Wheeling Precinct 68,61,18,49,54,182
COOK:9600069,COOK:Wheeling Precinct 69,43,20,82,172,317
COOK:9600070,COOK:Wheeling Precinct 70,63,24,109,90,286
COOK:9600071,COOK:Wheeling Precinct 71,70,30,89,83,272
COOK:9600072,COOK:Wheeling Precinct 72,25,10,44,57,136
COOK:9600073,COOK:Wheeling Precinct 73,46,13,60,66,185
COOK:9600074,COOK:Wheeling Precinct 74,51,24,61,79,215
COOK:9600075,COOK:Wheeling Precinct 75,42,19,49,70,180
COOK:9600076,COOK:Wheeling Precinct 76,35,18,86,65,204
COOK:9600077,COOK:Wheeling Precinct 77,27,4,21,23,75
COOK:9600078,COOK:Wheeling Precinct 78,65,20,77,121,283
COOK:9600079,COOK:Wheeling Precinct 79,47,10,42,43,142
COOK:9600080,COOK:Wheeling Precinct 80,40,13,30,31,114
COOK:9600081,COOK:Wheeling Precinct 81,35,9,35,85,164
COOK:9700001,COOK:Worth Precinct 1,33,4,7,20,64
COOK:9700002,COOK:Worth Precinct 2,45,8,28,78,159
COOK:9700003,COOK:Worth Precinct 3,47,4,35,81,167
COOK:9700004,COOK:Worth Precinct 4,70,21,32,68,191
COOK:9700005,COOK:Worth Precinct 5,74,27,55,123,279
COOK:9700006,COOK:Worth Precinct 6,57,9,30,47,143
COOK:9700007,COOK:Worth Precinct 7,48,23,52,143,266
COOK:9700008,COOK:Worth Precinct 8,63,9,32,57,161
COOK:9700009,COOK:Worth Precinct 9,53,6,34,69,162
COOK:9700010,COOK:Worth Precinct 10,88,15,45,119,267
COOK:9700011,COOK:Worth Precinct 11,49,11,29,80,169
COOK:9700012,COOK:Worth Precinct 12,36,10,14,40,100
COOK:9700013,COOK:Worth Precinct 13,54,21,33,130,238
COOK:9700014,COOK:Worth Precinct 14,64,13,24,69,170
COOK:9700015,COOK:Worth Precinct 15,59,14,32,95,200
COOK:9700016,COOK:Worth Precinct 16,59,11,19,75,164
COOK:9700017,COOK:Worth Precinct 17,65,15,30,74,184
COOK:9700018,COOK:Worth Precinct 18,57,12,36,41,146
COOK:9700019,COOK:Worth Precinct 19,71,11,37,83,202
COOK:9700020,COOK:Worth Precinct 20,46,4,14,32,96
COOK:9700021,COOK:Worth Precinct 21,105,17,31,54,207
COOK:9700022,COOK:Worth Precinct 22,39,7,16,60,122
COOK:9700023,COOK:Worth Precinct 23,52,21,32,81,186
COOK:9700024,COOK:Worth Precinct 24,46,3,10,23,82
COOK:9700025,COOK:Worth Precinct 25,63,16,31,68,178
COOK:9700026,COOK:Worth Precinct 26,58,6,23,49,136
COOK:9700027,COOK:Worth Precinct 27,63,6,23,50,142
COOK:9700028,COOK:Worth Precinct 28,39,12,27,39,117
COOK:9700029,COOK:Worth Precinct 29,46,13,43,83,185
COOK:9700030,COOK:Worth Precinct 30,81,15,46,80,222
COOK:9700031,COOK:Worth Precinct 31,68,13,31,131,243
COOK:9700032,COOK:Worth Precinct 32,40,16,32,227,315
COOK:9700033,COOK:Worth Precinct 33,73,14,27,38,152
COOK:9700034,COOK:Worth Precinct 34,47,9,27,57,140
COOK:9700035,COOK:Worth Precinct 35,75,17,42,106,240
COOK:9700036,COOK:Worth Precinct 36,53,11,41,87,192
COOK:9700037,COOK:Worth Precinct 37,102,18,95,169,384
COOK:9700038,COOK:Worth Precinct 38,74,15,27,109,225
COOK:9700039,COOK:Worth Precinct 39,38,10,35,96,179
COOK:9700040,COOK:Worth Precinct 40,62,12,36,90,200
COOK:9700041,COOK:Worth Precinct 41,81,19,57,130,287
COOK:9700042,COOK:Worth Precinct 42,52,18,24,55,149
COOK:9700043,COOK:Worth Precinct 43,21,4,24,46,95
COOK:9700044,COOK:Worth Precinct 44,55,7,32,75,169
COOK:9700045,COOK:Worth Precinct 45,96,23,58,154,331
COOK:9700046,COOK:Worth Precinct 46,58,16,28,89,191
COOK:9700047,COOK:Worth Precinct 47,55,13,33,44,145
COOK:9700048,COOK:Worth Precinct 48,32,3,21,58,114
COOK:9700049,COOK:Worth Precinct 49,58,16,22,87,183
COOK:9700050,COOK:Worth Precinct 50,51,6,43,85,185
COOK:9700051,COOK:Worth Precinct 51,28,7,9,29,73
COOK:9700052,COOK:Worth Precinct 52,87,21,56,159,323
COOK:9700053,COOK:Worth Precinct 53,98,16,41,71,226
COOK:9700054,COOK:Worth Precinct 54,41,4,36,121,202
COOK:9700055,COOK:Worth Precinct 55,28,6,9,28,71
COOK:9700056,COOK:Worth Precinct 56,63,15,48,121,247
COOK:9700057,COOK:Worth Precinct 57,55,20,28,132,235
COOK:9700058,COOK:Worth Precinct 58,102,11,45,78,236
COOK:9700059,COOK:Worth Precinct 59,76,17,46,163,302
COOK:9700060,COOK:Worth Precinct 60,18,8,26,41,93
COOK:9700061,COOK:Worth Precinct 61,26,12,20,63,121
COOK:9700062,COOK:Worth Precinct 62,78,19,49,130,276
COOK:9700063,COOK:Worth Precinct 63,97,15,41,117,270
COOK:9700064,COOK:Worth Precinct 64,50,12,30,83,175
COOK:9700065,COOK:Worth Precinct 65,58,19,27,100,204
COOK:9700066,COOK:Worth Precinct 66,83,9,30,64,186
COOK:9700067,COOK:Worth Precinct 67,42,22,25,67,156
COOK:9700068,COOK:Worth Precinct 68,56,16,25,65,162
COOK:9700069,COOK:Worth Precinct 69,82,18,58,95,253
COOK:9700070,COOK:Worth Precinct 70,39,10,29,94,172
COOK:9700071,COOK:Worth Precinct 71,31,3,15,42,91
COOK:9700072,COOK:Worth Precinct 72,63,22,21,63,169
COOK:9700073,COOK:Worth Precinct 73,74,12,41,80,207
COOK:9700074,COOK:Worth Precinct 74,111,10,36,77,234
COOK:9700075,COOK:Worth Precinct 75,53,18,39,78,188
COOK:9700076,COOK:Worth Precinct 76,47,14,26,111,198
COOK:9700077,COOK:Worth Precinct 77,52,8,20,36,116
COOK:9700078,COOK:Worth Precinct 78,65,18,29,72,184
COOK:9700079,COOK:Worth Precinct 79,60,9,18,72,159
COOK:9700080,COOK:Worth Precinct 80,59,16,41,98,214
COOK:9700081,COOK:Worth Precinct 81,28,6,6,22,62
COOK:9700082,COOK:Worth Precinct 82,58,9,40,76,183
,COOK:Suburban Cook County,87761,20030,61372,126337,295500
