date,days_relative,vote_method,gender,age_bracket,count
2026-02-12,-33,early_vote_center,F,25-34,5
2026-02-12,-33,early_vote_center,F,35-44,8
2026-02-12,-33,early_vote_center,F,45-54,11
2026-02-12,-33,early_vote_center,F,55-64,32
2026-02-12,-33,early_vote_center,F,65-74,36
2026-02-12,-33,early_vote_center,F,75+,26
2026-02-12,-33,early_vote_center,M,18-24,8
2026-02-12,-33,early_vote_center,M,25-34,11
2026-02-12,-33,early_vote_center,M,35-44,15
2026-02-12,-33,early_vote_center,M,45-54,20
2026-02-12,-33,early_vote_center,M,55-64,34
2026-02-12,-33,early_vote_center,M,65-74,25
2026-02-12,-33,early_vote_center,M,75+,17
2026-02-12,-33,mail,F,75+,1
2026-02-12,-33,mail,M,25-34,1
2026-02-12,-33,mail,M,65-74,1
2026-02-12,-33,mail,O,18-24,1
2026-02-13,-32,early_vote_center,F,18-24,4
2026-02-13,-32,early_vote_center,F,25-34,5
2026-02-13,-32,early_vote_center,F,35-44,7
2026-02-13,-32,early_vote_center,F,45-54,9
2026-02-13,-32,early_vote_center,F,55-64,25
2026-02-13,-32,early_vote_center,F,65-74,38
2026-02-13,-32,early_vote_center,F,75+,17
2026-02-13,-32,early_vote_center,M,18-24,5
2026-02-13,-32,early_vote_center,M,25-34,8
2026-02-13,-32,early_vote_center,M,35-44,11
2026-02-13,-32,early_vote_center,M,45-54,14
2026-02-13,-32,early_vote_center,M,55-64,35
2026-02-13,-32,early_vote_center,M,65-74,29
2026-02-13,-32,early_vote_center,M,75+,16
2026-02-13,-32,early_vote_center,O,55-64,1
2026-02-13,-32,mail,F,65-74,1
2026-02-13,-32,mail,M,65-74,2
2026-02-14,-31,early_vote_center,F,25-34,5
2026-02-14,-31,early_vote_center,F,35-44,3
2026-02-14,-31,early_vote_center,F,45-54,8
2026-02-14,-31,early_vote_center,F,55-64,17
2026-02-14,-31,early_vote_center,F,65-74,13
2026-02-14,-31,early_vote_center,F,75+,6
2026-02-14,-31,early_vote_center,M,18-24,1
2026-02-14,-31,early_vote_center,M,25-34,3
2026-02-14,-31,early_vote_center,M,35-44,5
2026-02-14,-31,early_vote_center,M,45-54,11
2026-02-14,-31,early_vote_center,M,55-64,7
2026-02-14,-31,early_vote_center,M,65-74,16
2026-02-14,-31,early_vote_center,M,75+,3
2026-02-15,-30,early_vote_center,F,25-34,2
2026-02-15,-30,early_vote_center,F,35-44,3
2026-02-15,-30,early_vote_center,F,45-54,6
2026-02-15,-30,early_vote_center,F,55-64,8
2026-02-15,-30,early_vote_center,F,65-74,12
2026-02-15,-30,early_vote_center,F,75+,8
2026-02-15,-30,early_vote_center,M,25-34,2
2026-02-15,-30,early_vote_center,M,35-44,2
2026-02-15,-30,early_vote_center,M,45-54,2
2026-02-15,-30,early_vote_center,M,55-64,10
2026-02-15,-30,early_vote_center,M,65-74,5
2026-02-15,-30,early_vote_center,M,75+,5
2026-02-15,-30,provisional,F,75+,1
2026-02-16,-29,early_vote_center,F,25-34,3
2026-02-16,-29,early_vote_center,F,35-44,3
2026-02-16,-29,early_vote_center,F,45-54,4
2026-02-16,-29,early_vote_center,F,55-64,12
2026-02-16,-29,early_vote_center,F,65-74,15
2026-02-16,-29,early_vote_center,F,75+,11
2026-02-16,-29,early_vote_center,M,18-24,3
2026-02-16,-29,early_vote_center,M,25-34,4
2026-02-16,-29,early_vote_center,M,35-44,6
2026-02-16,-29,early_vote_center,M,45-54,9
2026-02-16,-29,early_vote_center,M,55-64,7
2026-02-16,-29,early_vote_center,M,65-74,15
2026-02-16,-29,early_vote_center,M,75+,8
2026-02-16,-29,provisional,M,55-64,1
2026-02-17,-28,early_vote_center,F,18-24,2
2026-02-17,-28,early_vote_center,F,25-34,5
2026-02-17,-28,early_vote_center,F,35-44,2
2026-02-17,-28,early_vote_center,F,45-54,9
2026-02-17,-28,early_vote_center,F,55-64,26
2026-02-17,-28,early_vote_center,F,65-74,41
2026-02-17,-28,early_vote_center,F,75+,22
2026-02-17,-28,early_vote_center,M,18-24,6
2026-02-17,-28,early_vote_center,M,25-34,5
2026-02-17,-28,early_vote_center,M,35-44,7
2026-02-17,-28,early_vote_center,M,45-54,13
2026-02-17,-28,early_vote_center,M,55-64,26
2026-02-17,-28,early_vote_center,M,65-74,40
2026-02-17,-28,early_vote_center,M,75+,15
2026-02-17,-28,early_vote_center,M,unknown,1
2026-02-17,-28,mail,F,18-24,14
2026-02-17,-28,mail,F,25-34,137
2026-02-17,-28,mail,F,35-44,183
2026-02-17,-28,mail,F,45-54,196
2026-02-17,-28,mail,F,55-64,299
2026-02-17,-28,mail,F,65-74,600
2026-02-17,-28,mail,F,75+,764
2026-02-17,-28,mail,F,unknown,1
2026-02-17,-28,mail,M,18-24,16
2026-02-17,-28,mail,M,25-34,173
2026-02-17,-28,mail,M,35-44,252
2026-02-17,-28,mail,M,45-54,229
2026-02-17,-28,mail,M,55-64,301
2026-02-17,-28,mail,M,65-74,466
2026-02-17,-28,mail,M,75+,497
2026-02-17,-28,mail,O,25-34,1
2026-02-17,-28,mail,O,35-44,1
2026-02-17,-28,mail,O,55-64,2
2026-02-17,-28,mail,O,65-74,1
2026-02-17,-28,mail,O,75+,2
2026-02-17,-28,provisional,F,55-64,1
2026-02-18,-27,early_vote_center,F,18-24,2
2026-02-18,-27,early_vote_center,F,35-44,2
2026-02-18,-27,early_vote_center,F,45-54,17
2026-02-18,-27,early_vote_center,F,55-64,20
2026-02-18,-27,early_vote_center,F,65-74,33
2026-02-18,-27,early_vote_center,F,75+,22
2026-02-18,-27,early_vote_center,M,18-24,3
2026-02-18,-27,early_vote_center,M,25-34,12
2026-02-18,-27,early_vote_center,M,35-44,4
2026-02-18,-27,early_vote_center,M,45-54,14
2026-02-18,-27,early_vote_center,M,55-64,21
2026-02-18,-27,early_vote_center,M,65-74,20
2026-02-18,-27,early_vote_center,M,75+,10
2026-02-18,-27,grace_period,F,25-34,2
2026-02-18,-27,grace_period,F,55-64,2
2026-02-18,-27,grace_period,F,65-74,2
2026-02-18,-27,grace_period,M,18-24,1
2026-02-18,-27,grace_period,M,25-34,1
2026-02-18,-27,grace_period,M,45-54,1
2026-02-18,-27,mail,F,18-24,18
2026-02-18,-27,mail,F,25-34,166
2026-02-18,-27,mail,F,35-44,192
2026-02-18,-27,mail,F,45-54,148
2026-02-18,-27,mail,F,55-64,213
2026-02-18,-27,mail,F,65-74,438
2026-02-18,-27,mail,F,75+,500
2026-02-18,-27,mail,M,18-24,15
2026-02-18,-27,mail,M,25-34,172
2026-02-18,-27,mail,M,35-44,240
2026-02-18,-27,mail,M,45-54,175
2026-02-18,-27,mail,M,55-64,237
2026-02-18,-27,mail,M,65-74,336
2026-02-18,-27,mail,M,75+,302
2026-02-18,-27,mail,O,25-34,2
2026-02-18,-27,mail,O,65-74,1
2026-02-19,-26,early_vote_center,F,18-24,2
2026-02-19,-26,early_vote_center,F,25-34,8
2026-02-19,-26,early_vote_center,F,35-44,2
2026-02-19,-26,early_vote_center,F,45-54,6
2026-02-19,-26,early_vote_center,F,55-64,4
2026-02-19,-26,early_vote_center,F,65-74,29
2026-02-19,-26,early_vote_center,F,75+,17
2026-02-19,-26,early_vote_center,M,18-24,2
2026-02-19,-26,early_vote_center,M,25-34,6
2026-02-19,-26,early_vote_center,M,35-44,12
2026-02-19,-26,early_vote_center,M,45-54,7
2026-02-19,-26,early_vote_center,M,55-64,18
2026-02-19,-26,early_vote_center,M,65-74,21
2026-02-19,-26,early_vote_center,M,75+,5
2026-02-19,-26,early_vote_center,O,25-34,1
2026-02-19,-26,grace_period,F,18-24,1
2026-02-19,-26,grace_period,F,25-34,1
2026-02-19,-26,grace_period,F,45-54,1
2026-02-19,-26,grace_period,F,55-64,1
2026-02-19,-26,grace_period,F,65-74,1
2026-02-19,-26,grace_period,F,75+,1
2026-02-19,-26,grace_period,M,18-24,2
2026-02-19,-26,grace_period,M,25-34,2
2026-02-19,-26,grace_period,M,55-64,3
2026-02-19,-26,mail,F,18-24,7
2026-02-19,-26,mail,F,25-34,74
2026-02-19,-26,mail,F,35-44,91
2026-02-19,-26,mail,F,45-54,84
2026-02-19,-26,mail,F,55-64,114
2026-02-19,-26,mail,F,65-74,199
2026-02-19,-26,mail,F,75+,299
2026-02-19,-26,mail,M,18-24,10
2026-02-19,-26,mail,M,25-34,63
2026-02-19,-26,mail,M,35-44,107
2026-02-19,-26,mail,M,45-54,103
2026-02-19,-26,mail,M,55-64,107
2026-02-19,-26,mail,M,65-74,153
2026-02-19,-26,mail,M,75+,132
2026-02-19,-26,mail,O,55-64,2
2026-02-19,-26,mail,O,75+,2
2026-02-20,-25,early_vote_center,F,18-24,4
2026-02-20,-25,early_vote_center,F,25-34,4
2026-02-20,-25,early_vote_center,F,35-44,3
2026-02-20,-25,early_vote_center,F,45-54,1
2026-02-20,-25,early_vote_center,F,55-64,16
2026-02-20,-25,early_vote_center,F,65-74,18
2026-02-20,-25,early_vote_center,F,75+,10
2026-02-20,-25,early_vote_center,M,25-34,4
2026-02-20,-25,early_vote_center,M,35-44,8
2026-02-20,-25,early_vote_center,M,45-54,7
2026-02-20,-25,early_vote_center,M,55-64,12
2026-02-20,-25,early_vote_center,M,65-74,24
2026-02-20,-25,early_vote_center,M,75+,5
2026-02-20,-25,grace_period,F,18-24,2
2026-02-20,-25,grace_period,F,55-64,1
2026-02-20,-25,grace_period,F,65-74,2
2026-02-20,-25,grace_period,M,25-34,1
2026-02-20,-25,grace_period,M,35-44,1
2026-02-20,-25,grace_period,M,55-64,1
2026-02-20,-25,grace_period,M,65-74,2
2026-02-20,-25,mail,F,18-24,11
2026-02-20,-25,mail,F,25-34,125
2026-02-20,-25,mail,F,35-44,173
2026-02-20,-25,mail,F,45-54,165
2026-02-20,-25,mail,F,55-64,284
2026-02-20,-25,mail,F,65-74,439
2026-02-20,-25,mail,F,75+,609
2026-02-20,-25,mail,M,18-24,16
2026-02-20,-25,mail,M,25-34,155
2026-02-20,-25,mail,M,35-44,212
2026-02-20,-25,mail,M,45-54,179
2026-02-20,-25,mail,M,55-64,235
2026-02-20,-25,mail,M,65-74,313
2026-02-20,-25,mail,M,75+,319
2026-02-20,-25,mail,O,18-24,1
2026-02-20,-25,mail,O,35-44,1
2026-02-20,-25,mail,O,55-64,1
2026-02-20,-25,mail,O,65-74,1
2026-02-21,-24,early_vote_center,F,25-34,4
2026-02-21,-24,early_vote_center,F,35-44,3
2026-02-21,-24,early_vote_center,F,45-54,6
2026-02-21,-24,early_vote_center,F,55-64,13
2026-02-21,-24,early_vote_center,F,65-74,7
2026-02-21,-24,early_vote_center,F,75+,4
2026-02-21,-24,early_vote_center,M,18-24,4
2026-02-21,-24,early_vote_center,M,25-34,6
2026-02-21,-24,early_vote_center,M,35-44,7
2026-02-21,-24,early_vote_center,M,45-54,3
2026-02-21,-24,early_vote_center,M,55-64,13
2026-02-21,-24,early_vote_center,M,65-74,5
2026-02-21,-24,early_vote_center,M,75+,1
2026-02-21,-24,grace_period,F,25-34,2
2026-02-21,-24,grace_period,F,35-44,1
2026-02-21,-24,grace_period,F,45-54,1
2026-02-21,-24,grace_period,M,25-34,1
2026-02-21,-24,grace_period,O,25-34,1
2026-02-21,-24,mail,F,18-24,6
2026-02-21,-24,mail,F,25-34,35
2026-02-21,-24,mail,F,35-44,48
2026-02-21,-24,mail,F,45-54,44
2026-02-21,-24,mail,F,55-64,57
2026-02-21,-24,mail,F,65-74,87
2026-02-21,-24,mail,F,75+,129
2026-02-21,-24,mail,F,unknown,1
2026-02-21,-24,mail,M,18-24,2
2026-02-21,-24,mail,M,25-34,32
2026-02-21,-24,mail,M,35-44,49
2026-02-21,-24,mail,M,45-54,39
2026-02-21,-24,mail,M,55-64,57
2026-02-21,-24,mail,M,65-74,89
2026-02-21,-24,mail,M,75+,62
2026-02-21,-24,mail,O,25-34,1
2026-02-21,-24,mail,O,55-64,1
2026-02-22,-23,early_vote_center,F,25-34,4
2026-02-22,-23,early_vote_center,F,35-44,1
2026-02-22,-23,early_vote_center,F,45-54,1
2026-02-22,-23,early_vote_center,F,55-64,5
2026-02-22,-23,early_vote_center,F,65-74,9
2026-02-22,-23,early_vote_center,F,75+,4
2026-02-22,-23,early_vote_center,M,18-24,2
2026-02-22,-23,early_vote_center,M,25-34,3
2026-02-22,-23,early_vote_center,M,35-44,4
2026-02-22,-23,early_vote_center,M,45-54,3
2026-02-22,-23,early_vote_center,M,55-64,2
2026-02-22,-23,early_vote_center,M,65-74,5
2026-02-22,-23,early_vote_center,M,75+,5
2026-02-22,-23,grace_period,M,18-24,2
2026-02-23,-22,early_vote_center,F,18-24,1
2026-02-23,-22,early_vote_center,F,25-34,1
2026-02-23,-22,early_vote_center,F,35-44,5
2026-02-23,-22,early_vote_center,F,45-54,6
2026-02-23,-22,early_vote_center,F,55-64,17
2026-02-23,-22,early_vote_center,F,65-74,24
2026-02-23,-22,early_vote_center,F,75+,15
2026-02-23,-22,early_vote_center,M,18-24,1
2026-02-23,-22,early_vote_center,M,25-34,5
2026-02-23,-22,early_vote_center,M,35-44,6
2026-02-23,-22,early_vote_center,M,45-54,8
2026-02-23,-22,early_vote_center,M,55-64,12
2026-02-23,-22,early_vote_center,M,65-74,23
2026-02-23,-22,early_vote_center,M,75+,6
2026-02-23,-22,grace_period,F,25-34,1
2026-02-23,-22,grace_period,F,45-54,1
2026-02-23,-22,grace_period,M,18-24,3
2026-02-23,-22,grace_period,M,25-34,2
2026-02-23,-22,grace_period,M,35-44,1
2026-02-23,-22,grace_period,M,55-64,1
2026-02-23,-22,grace_period,M,65-74,1
2026-02-23,-22,mail,F,18-24,26
2026-02-23,-22,mail,F,25-34,149
2026-02-23,-22,mail,F,35-44,184
2026-02-23,-22,mail,F,45-54,141
2026-02-23,-22,mail,F,55-64,230
2026-02-23,-22,mail,F,65-74,379
2026-02-23,-22,mail,F,75+,440
2026-02-23,-22,mail,M,18-24,17
2026-02-23,-22,mail,M,25-34,115
2026-02-23,-22,mail,M,35-44,199
2026-02-23,-22,mail,M,45-54,173
2026-02-23,-22,mail,M,55-64,187
2026-02-23,-22,mail,M,65-74,276
2026-02-23,-22,mail,M,75+,267
2026-02-23,-22,mail,O,25-34,3
2026-02-23,-22,mail,O,35-44,1
2026-02-23,-22,mail,O,55-64,1
2026-02-23,-22,mail,O,65-74,1
2026-02-23,-22,provisional,F,55-64,1
2026-02-24,-21,early_vote_center,F,18-24,1
2026-02-24,-21,early_vote_center,F,25-34,6
2026-02-24,-21,early_vote_center,F,35-44,4
2026-02-24,-21,early_vote_center,F,45-54,5
2026-02-24,-21,early_vote_center,F,55-64,21
2026-02-24,-21,early_vote_center,F,65-74,25
2026-02-24,-21,early_vote_center,F,75+,18
2026-02-24,-21,early_vote_center,M,18-24,1
2026-02-24,-21,early_vote_center,M,25-34,8
2026-02-24,-21,early_vote_center,M,35-44,11
2026-02-24,-21,early_vote_center,M,45-54,10
2026-02-24,-21,early_vote_center,M,55-64,30
2026-02-24,-21,early_vote_center,M,65-74,15
2026-02-24,-21,early_vote_center,M,75+,14
2026-02-24,-21,grace_period,F,18-24,3
2026-02-24,-21,grace_period,F,25-34,2
2026-02-24,-21,grace_period,F,unknown,1
2026-02-24,-21,grace_period,M,18-24,1
2026-02-24,-21,grace_period,M,25-34,2
2026-02-24,-21,grace_period,M,35-44,1
2026-02-24,-21,grace_period,M,45-54,1
2026-02-24,-21,grace_period,M,55-64,2
2026-02-24,-21,mail,F,18-24,17
2026-02-24,-21,mail,F,25-34,131
2026-02-24,-21,mail,F,35-44,201
2026-02-24,-21,mail,F,45-54,154
2026-02-24,-21,mail,F,55-64,200
2026-02-24,-21,mail,F,65-74,325
2026-02-24,-21,mail,F,75+,358
2026-02-24,-21,mail,M,18-24,13
2026-02-24,-21,mail,M,25-34,119
2026-02-24,-21,mail,M,35-44,211
2026-02-24,-21,mail,M,45-54,141
2026-02-24,-21,mail,M,55-64,166
2026-02-24,-21,mail,M,65-74,229
2026-02-24,-21,mail,M,75+,179
2026-02-24,-21,mail,O,25-34,2
2026-02-24,-21,mail,O,35-44,2
2026-02-24,-21,mail,O,55-64,1
2026-02-24,-21,mail,O,65-74,1
2026-02-25,-20,early_vote_center,F,18-24,4
2026-02-25,-20,early_vote_center,F,25-34,5
2026-02-25,-20,early_vote_center,F,35-44,4
2026-02-25,-20,early_vote_center,F,45-54,5
2026-02-25,-20,early_vote_center,F,55-64,19
2026-02-25,-20,early_vote_center,F,65-74,35
2026-02-25,-20,early_vote_center,F,75+,14
2026-02-25,-20,early_vote_center,M,25-34,6
2026-02-25,-20,early_vote_center,M,35-44,10
2026-02-25,-20,early_vote_center,M,45-54,11
2026-02-25,-20,early_vote_center,M,55-64,16
2026-02-25,-20,early_vote_center,M,65-74,26
2026-02-25,-20,early_vote_center,M,75+,5
2026-02-25,-20,grace_period,F,18-24,1
2026-02-25,-20,grace_period,F,25-34,2
2026-02-25,-20,grace_period,F,35-44,1
2026-02-25,-20,grace_period,F,45-54,1
2026-02-25,-20,grace_period,F,55-64,1
2026-02-25,-20,grace_period,F,65-74,1
2026-02-25,-20,grace_period,M,35-44,2
2026-02-25,-20,grace_period,M,45-54,1
2026-02-25,-20,grace_period,M,55-64,1
2026-02-25,-20,mail,F,18-24,14
2026-02-25,-20,mail,F,25-34,63
2026-02-25,-20,mail,F,35-44,103
2026-02-25,-20,mail,F,45-54,97
2026-02-25,-20,mail,F,55-64,113
2026-02-25,-20,mail,F,65-74,185
2026-02-25,-20,mail,F,75+,188
2026-02-25,-20,mail,M,18-24,9
2026-02-25,-20,mail,M,25-34,73
2026-02-25,-20,mail,M,35-44,116
2026-02-25,-20,mail,M,45-54,84
2026-02-25,-20,mail,M,55-64,81
2026-02-25,-20,mail,M,65-74,110
2026-02-25,-20,mail,M,75+,92
2026-02-26,-19,early_vote_center,F,18-24,53
2026-02-26,-19,early_vote_center,F,25-34,3
2026-02-26,-19,early_vote_center,F,35-44,10
2026-02-26,-19,early_vote_center,F,45-54,7
2026-02-26,-19,early_vote_center,F,55-64,28
2026-02-26,-19,early_vote_center,F,65-74,32
2026-02-26,-19,early_vote_center,F,75+,17
2026-02-26,-19,early_vote_center,F,unknown,1
2026-02-26,-19,early_vote_center,M,18-24,114
2026-02-26,-19,early_vote_center,M,25-34,15
2026-02-26,-19,early_vote_center,M,35-44,6
2026-02-26,-19,early_vote_center,M,45-54,12
2026-02-26,-19,early_vote_center,M,55-64,17
2026-02-26,-19,early_vote_center,M,65-74,21
2026-02-26,-19,early_vote_center,M,75+,8
2026-02-26,-19,early_vote_center,M,unknown,6
2026-02-26,-19,early_vote_center,O,18-24,1
2026-02-26,-19,grace_period,F,18-24,7
2026-02-26,-19,grace_period,F,25-34,1
2026-02-26,-19,grace_period,F,55-64,1
2026-02-26,-19,grace_period,F,65-74,3
2026-02-26,-19,grace_period,F,unknown,1
2026-02-26,-19,grace_period,M,18-24,7
2026-02-26,-19,grace_period,M,25-34,4
2026-02-26,-19,grace_period,M,35-44,1
2026-02-26,-19,grace_period,M,55-64,1
2026-02-26,-19,grace_period,M,75+,1
2026-02-26,-19,mail,F,18-24,11
2026-02-26,-19,mail,F,25-34,179
2026-02-26,-19,mail,F,35-44,264
2026-02-26,-19,mail,F,45-54,190
2026-02-26,-19,mail,F,55-64,255
2026-02-26,-19,mail,F,65-74,452
2026-02-26,-19,mail,F,75+,585
2026-02-26,-19,mail,M,18-24,21
2026-02-26,-19,mail,M,25-34,147
2026-02-26,-19,mail,M,35-44,267
2026-02-26,-19,mail,M,45-54,196
2026-02-26,-19,mail,M,55-64,223
2026-02-26,-19,mail,M,65-74,295
2026-02-26,-19,mail,M,75+,291
2026-02-26,-19,mail,O,25-34,1
2026-02-26,-19,mail,O,35-44,1
2026-02-26,-19,mail,O,75+,1
2026-02-27,-18,early_vote_center,F,18-24,2
2026-02-27,-18,early_vote_center,F,25-34,4
2026-02-27,-18,early_vote_center,F,35-44,13
2026-02-27,-18,early_vote_center,F,45-54,13
2026-02-27,-18,early_vote_center,F,55-64,36
2026-02-27,-18,early_vote_center,F,65-74,41
2026-02-27,-18,early_vote_center,F,75+,15
2026-02-27,-18,early_vote_center,M,18-24,6
2026-02-27,-18,early_vote_center,M,25-34,13
2026-02-27,-18,early_vote_center,M,35-44,11
2026-02-27,-18,early_vote_center,M,45-54,20
2026-02-27,-18,early_vote_center,M,55-64,29
2026-02-27,-18,early_vote_center,M,65-74,30
2026-02-27,-18,early_vote_center,M,75+,11
2026-02-27,-18,grace_period,F,25-34,1
2026-02-27,-18,grace_period,F,35-44,1
2026-02-27,-18,grace_period,F,55-64,1
2026-02-27,-18,grace_period,F,65-74,1
2026-02-27,-18,grace_period,M,18-24,1
2026-02-27,-18,grace_period,M,25-34,1
2026-02-27,-18,grace_period,O,25-34,1
2026-02-27,-18,mail,F,18-24,4
2026-02-27,-18,mail,F,25-34,47
2026-02-27,-18,mail,F,35-44,77
2026-02-27,-18,mail,F,45-54,52
2026-02-27,-18,mail,F,55-64,58
2026-02-27,-18,mail,F,65-74,102
2026-02-27,-18,mail,F,75+,106
2026-02-27,-18,mail,M,18-24,8
2026-02-27,-18,mail,M,25-34,37
2026-02-27,-18,mail,M,35-44,79
2026-02-27,-18,mail,M,45-54,63
2026-02-27,-18,mail,M,55-64,57
2026-02-27,-18,mail,M,65-74,80
2026-02-27,-18,mail,M,75+,51
2026-02-27,-18,mail,O,35-44,1
2026-02-28,-17,early_vote_center,F,18-24,8
2026-02-28,-17,early_vote_center,F,25-34,30
2026-02-28,-17,early_vote_center,F,35-44,28
2026-02-28,-17,early_vote_center,F,45-54,18
2026-02-28,-17,early_vote_center,F,55-64,16
2026-02-28,-17,early_vote_center,F,65-74,7
2026-02-28,-17,early_vote_center,F,75+,4
2026-02-28,-17,early_vote_center,M,18-24,21
2026-02-28,-17,early_vote_center,M,25-34,86
2026-02-28,-17,early_vote_center,M,35-44,61
2026-02-28,-17,early_vote_center,M,45-54,36
2026-02-28,-17,early_vote_center,M,55-64,20
2026-02-28,-17,early_vote_center,M,65-74,15
2026-02-28,-17,early_vote_center,M,75+,2
2026-02-28,-17,grace_period,F,18-24,3
2026-02-28,-17,grace_period,F,25-34,7
2026-02-28,-17,grace_period,F,35-44,4
2026-02-28,-17,grace_period,F,45-54,1
2026-02-28,-17,grace_period,M,18-24,38
2026-02-28,-17,grace_period,M,25-34,39
2026-02-28,-17,grace_period,M,35-44,20
2026-02-28,-17,grace_period,M,45-54,14
2026-02-28,-17,grace_period,M,55-64,4
2026-02-28,-17,grace_period,M,65-74,1
2026-02-28,-17,mail,F,18-24,7
2026-02-28,-17,mail,F,25-34,60
2026-02-28,-17,mail,F,35-44,68
2026-02-28,-17,mail,F,45-54,64
2026-02-28,-17,mail,F,55-64,75
2026-02-28,-17,mail,F,65-74,123
2026-02-28,-17,mail,F,75+,169
2026-02-28,-17,mail,M,18-24,14
2026-02-28,-17,mail,M,25-34,47
2026-02-28,-17,mail,M,35-44,70
2026-02-28,-17,mail,M,45-54,56
2026-02-28,-17,mail,M,55-64,60
2026-02-28,-17,mail,M,65-74,85
2026-02-28,-17,mail,M,75+,78
2026-02-28,-17,mail,M,unknown,1
2026-02-28,-17,mail,O,25-34,3
2026-03-01,-16,early_vote_center,F,18-24,5
2026-03-01,-16,early_vote_center,F,25-34,13
2026-03-01,-16,early_vote_center,F,35-44,5
2026-03-01,-16,early_vote_center,F,45-54,3
2026-03-01,-16,early_vote_center,F,55-64,8
2026-03-01,-16,early_vote_center,F,65-74,11
2026-03-01,-16,early_vote_center,F,75+,5
2026-03-01,-16,early_vote_center,M,18-24,35
2026-03-01,-16,early_vote_center,M,25-34,80
2026-03-01,-16,early_vote_center,M,35-44,55
2026-03-01,-16,early_vote_center,M,45-54,18
2026-03-01,-16,early_vote_center,M,55-64,19
2026-03-01,-16,early_vote_center,M,65-74,16
2026-03-01,-16,early_vote_center,M,75+,3
2026-03-01,-16,grace_period,F,18-24,7
2026-03-01,-16,grace_period,F,25-34,8
2026-03-01,-16,grace_period,F,35-44,6
2026-03-01,-16,grace_period,F,45-54,4
2026-03-01,-16,grace_period,M,18-24,35
2026-03-01,-16,grace_period,M,25-34,54
2026-03-01,-16,grace_period,M,35-44,29
2026-03-01,-16,grace_period,M,45-54,15
2026-03-01,-16,grace_period,M,55-64,10
2026-03-01,-16,grace_period,M,65-74,5
2026-03-01,-16,grace_period,M,75+,1
2026-03-01,-16,mail,F,18-24,8
2026-03-01,-16,mail,F,25-34,89
2026-03-01,-16,mail,F,35-44,96
2026-03-01,-16,mail,F,45-54,103
2026-03-01,-16,mail,F,55-64,114
2026-03-01,-16,mail,F,65-74,181
2026-03-01,-16,mail,F,75+,246
2026-03-01,-16,mail,M,18-24,6
2026-03-01,-16,mail,M,25-34,67
2026-03-01,-16,mail,M,35-44,124
2026-03-01,-16,mail,M,45-54,66
2026-03-01,-16,mail,M,55-64,94
2026-03-01,-16,mail,M,65-74,131
2026-03-01,-16,mail,M,75+,109
2026-03-01,-16,mail,O,75+,1
2026-03-02,-15,early_vote_center,F,18-24,31
2026-03-02,-15,early_vote_center,F,25-34,87
2026-03-02,-15,early_vote_center,F,35-44,121
2026-03-02,-15,early_vote_center,F,45-54,195
2026-03-02,-15,early_vote_center,F,55-64,389
2026-03-02,-15,early_vote_center,F,65-74,710
2026-03-02,-15,early_vote_center,F,75+,561
2026-03-02,-15,early_vote_center,F,unknown,1
2026-03-02,-15,early_vote_center,M,18-24,38
2026-03-02,-15,early_vote_center,M,25-34,116
2026-03-02,-15,early_vote_center,M,35-44,141
2026-03-02,-15,early_vote_center,M,45-54,195
2026-03-02,-15,early_vote_center,M,55-64,434
2026-03-02,-15,early_vote_center,M,65-74,569
2026-03-02,-15,early_vote_center,M,75+,375
2026-03-02,-15,early_vote_center,O,25-34,1
2026-03-02,-15,early_vote_center,O,35-44,1
2026-03-02,-15,early_vote_center,O,75+,2
2026-03-02,-15,grace_period,F,18-24,7
2026-03-02,-15,grace_period,F,25-34,5
2026-03-02,-15,grace_period,F,45-54,4
2026-03-02,-15,grace_period,F,55-64,2
2026-03-02,-15,grace_period,F,65-74,6
2026-03-02,-15,grace_period,F,75+,4
2026-03-02,-15,grace_period,M,18-24,7
2026-03-02,-15,grace_period,M,25-34,12
2026-03-02,-15,grace_period,M,35-44,3
2026-03-02,-15,grace_period,M,45-54,1
2026-03-02,-15,grace_period,M,55-64,9
2026-03-02,-15,grace_period,M,65-74,3
2026-03-02,-15,grace_period,M,75+,4
2026-03-02,-15,grace_period,O,25-34,1
2026-03-02,-15,mail,F,18-24,5
2026-03-02,-15,mail,F,25-34,61
2026-03-02,-15,mail,F,35-44,94
2026-03-02,-15,mail,F,45-54,66
2026-03-02,-15,mail,F,55-64,89
2026-03-02,-15,mail,F,65-74,97
2026-03-02,-15,mail,F,75+,134
2026-03-02,-15,mail,M,18-24,6
2026-03-02,-15,mail,M,25-34,74
2026-03-02,-15,mail,M,35-44,93
2026-03-02,-15,mail,M,45-54,45
2026-03-02,-15,mail,M,55-64,73
2026-03-02,-15,mail,M,65-74,75
2026-03-02,-15,mail,M,75+,80
2026-03-02,-15,mail,O,65-74,1
2026-03-02,-15,provisional,F,35-44,1
2026-03-02,-15,provisional,F,55-64,1
2026-03-02,-15,provisional,F,65-74,2
2026-03-03,-14,early_vote_center,F,18-24,41
2026-03-03,-14,early_vote_center,F,25-34,109
2026-03-03,-14,early_vote_center,F,35-44,122
2026-03-03,-14,early_vote_center,F,45-54,184
2026-03-03,-14,early_vote_center,F,55-64,404
2026-03-03,-14,early_vote_center,F,65-74,749
2026-03-03,-14,early_vote_center,F,75+,528
2026-03-03,-14,early_vote_center,F,unknown,1
