UNIQUE_ID,JurisName,COUNTYFP,CountyName,PrecinctName,Registration,NAME20,ContestName,Write-In,Beverly Miles,Jb Pritzker
COOK-:-8900046,COOK,31,COOK,8900046,264,COOK:8900046,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,27
COOK-:-9000013,COOK,31,COOK,9000013,1649,COOK:9000013,GOVERNOR AND LIEUTENANT GOVERNOR,3,5,184
COOK-:-9000017,COOK,31,COOK,9000017,1018,COOK:9000017,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,102
COOK-:-9000042,COOK,31,COOK,9000042,918,COOK:9000042,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,167
COOK-:-9300078,COOK,31,COOK,9300078,993,COOK:9300078,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,84
COOK-:-9400003,COOK,31,COOK,9400003,1609,COOK:9400003,GOVERNOR AND LIEUTENANT GOVERNOR,0,19,98
COOK-:-9500003,COOK,31,COOK,9500003,1639,COOK:9500003,GOVERNOR AND LIEUTENANT GOVERNOR,0,12,153
COOK-:-9500006,COOK,31,COOK,9500006,1087,COOK:9500006,GOVERNOR AND LIEUTENANT GOVERNOR,1,10,216
COOK-:-8900097,COOK,31,COOK,8900097,1326,COOK:8900097,GOVERNOR AND LIEUTENANT GOVERNOR,0,13,186
COOK-:-9000020,COOK,31,COOK,9000020,1460,COOK:9000020,GOVERNOR AND LIEUTENANT GOVERNOR,1,16,230
COOK-:-9300021,COOK,31,COOK,9300021,1286,COOK:9300021,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,151
COOK-:-9300024,COOK,31,COOK,9300024,1142,COOK:9300024,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,134
COOK-:-9300047,COOK,31,COOK,9300047,952,COOK:9300047,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,117
COOK-:-9300050,COOK,31,COOK,9300050,730,COOK:9300050,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,74
COOK-:-9500026,COOK,31,COOK,9500026,908,COOK:9500026,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,84
COOK-:-9500050,COOK,31,COOK,9500050,1340,COOK:9500050,GOVERNOR AND LIEUTENANT GOVERNOR,1,9,142
COOK-:-9500054,COOK,31,COOK,9500054,1293,COOK:9500054,GOVERNOR AND LIEUTENANT GOVERNOR,1,11,245
COOK-:-9600039,COOK,31,COOK,9600039,1142,COOK:9600039,GOVERNOR AND LIEUTENANT GOVERNOR,0,12,147
COOK-:-8900094,COOK,31,COOK,8900094,719,COOK:8900094,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,137
COOK-:-8900079,COOK,31,COOK,8900079,732,COOK:8900079,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,176
COOK-:-9000002,COOK,31,COOK,9000002,1569,COOK:9000002,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,440
COOK-:-9000005,COOK,31,COOK,9000005,1115,COOK:9000005,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,331
COOK-:-9200013,COOK,31,COOK,9200013,1282,COOK:9200013,GOVERNOR AND LIEUTENANT GOVERNOR,1,7,123
COOK-:-9300003,COOK,31,COOK,9300003,1696,COOK:9300003,GOVERNOR AND LIEUTENANT GOVERNOR,0,13,181
COOK-:-9300027,COOK,31,COOK,9300027,1509,COOK:9300027,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,135
COOK-:-9500035,COOK,31,COOK,9500035,1324,COOK:9500035,GOVERNOR AND LIEUTENANT GOVERNOR,0,18,205
COOK-:-7900010,COOK,31,COOK,7900010,827,COOK:7900010,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,180
COOK-:-8000001,COOK,31,COOK,8000001,1017,COOK:8000001,GOVERNOR AND LIEUTENANT GOVERNOR,1,4,61
COOK-:-8000004,COOK,31,COOK,8000004,1567,COOK:8000004,GOVERNOR AND LIEUTENANT GOVERNOR,1,12,164
COOK-:-8000031,COOK,31,COOK,8000031,1119,COOK:8000031,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,69
COOK-:-8200001,COOK,31,COOK,8200001,1133,COOK:8200001,GOVERNOR AND LIEUTENANT GOVERNOR,2,19,179
COOK-:-8200004,COOK,31,COOK,8200004,1079,COOK:8200004,GOVERNOR AND LIEUTENANT GOVERNOR,2,8,81
COOK-:-8200027,COOK,31,COOK,8200027,1262,COOK:8200027,GOVERNOR AND LIEUTENANT GOVERNOR,1,4,85
COOK-:-8300003,COOK,31,COOK,8300003,1716,COOK:8300003,GOVERNOR AND LIEUTENANT GOVERNOR,2,7,245
COOK-:-8300026,COOK,31,COOK,8300026,898,COOK:8300026,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,166
COOK-:-7100038,COOK,31,COOK,7100038,2192,COOK:7100038,GOVERNOR AND LIEUTENANT GOVERNOR,0,17,378
COOK-:-7100041,COOK,31,COOK,7100041,1107,COOK:7100041,GOVERNOR AND LIEUTENANT GOVERNOR,0,17,177
COOK-:-9800027,COOK,31,COOK,9800027,1659,COOK:9800027,GOVERNOR AND LIEUTENANT GOVERNOR,1,21,108
COOK-:-9800030,COOK,31,COOK,9800030,1514,COOK:9800030,GOVERNOR AND LIEUTENANT GOVERNOR,3,10,85
COOK-:-7503006,COOK,31,COOK,7503006,1535,COOK:7503006,GOVERNOR AND LIEUTENANT GOVERNOR,0,15,404
COOK-:-7504002,COOK,31,COOK,7504002,887,COOK:7504002,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,224
COOK-:-7508004,COOK,31,COOK,7508004,910,COOK:7508004,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,271
COOK-:-7800033,COOK,31,COOK,7800033,1142,COOK:7800033,GOVERNOR AND LIEUTENANT GOVERNOR,1,8,76
COOK-:-7900007,COOK,31,COOK,7900007,1424,COOK:7900007,GOVERNOR AND LIEUTENANT GOVERNOR,3,13,254
COOK-:-8500028,COOK,31,COOK,8500028,1511,COOK:8500028,GOVERNOR AND LIEUTENANT GOVERNOR,0,24,329
COOK-:-8500032,COOK,31,COOK,8500032,1387,COOK:8500032,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,311
COOK-:-8600066,COOK,31,COOK,8600066,894,COOK:8600066,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,87
COOK-:-8600070,COOK,31,COOK,8600070,1309,COOK:8600070,GOVERNOR AND LIEUTENANT GOVERNOR,3,14,110
COOK-:-8700017,COOK,31,COOK,8700017,986,COOK:8700017,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,169
COOK-:-8700020,COOK,31,COOK,8700020,1177,COOK:8700020,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,91
COOK-:-9700096,COOK,31,COOK,9700096,1641,COOK:9700096,GOVERNOR AND LIEUTENANT GOVERNOR,0,16,220
COOK-:-9700099,COOK,31,COOK,9700099,1406,COOK:9700099,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,78
COOK-:-7200050,COOK,31,COOK,7200050,1684,COOK:7200050,GOVERNOR AND LIEUTENANT GOVERNOR,1,7,124
COOK-:-7200056,COOK,31,COOK,7200056,967,COOK:7200056,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,121
COOK-:-7700008,COOK,31,COOK,7700008,1264,COOK:7700008,GOVERNOR AND LIEUTENANT GOVERNOR,0,12,123
COOK-:-7700011,COOK,31,COOK,7700011,1511,COOK:7700011,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,101
COOK-:-7700014,COOK,31,COOK,7700014,1106,COOK:7700014,GOVERNOR AND LIEUTENANT GOVERNOR,2,9,68
COOK-:-8100001,COOK,31,COOK,8100001,1568,COOK:8100001,GOVERNOR AND LIEUTENANT GOVERNOR,1,10,231
COOK-:-8600008,COOK,31,COOK,8600008,1419,COOK:8600008,GOVERNOR AND LIEUTENANT GOVERNOR,0,23,149
COOK-:-8500015,COOK,31,COOK,8500015,1401,COOK:8500015,GOVERNOR AND LIEUTENANT GOVERNOR,1,13,380
COOK-:-8500018,COOK,31,COOK,8500018,957,COOK:8500018,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,280
COOK-:-8100004,COOK,31,COOK,8100004,1247,COOK:8100004,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,232
COOK-:-8100007,COOK,31,COOK,8100007,1019,COOK:8100007,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,153
COOK-:-7200080,COOK,31,COOK,7200080,839,COOK:7200080,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,177
COOK-:-7100002,COOK,31,COOK,7100002,1074,COOK:7100002,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,124
COOK-:-9600004,COOK,31,COOK,9600004,1633,COOK:9600004,GOVERNOR AND LIEUTENANT GOVERNOR,0,12,161
COOK-:-9907003,COOK,31,COOK,9907003,1140,COOK:9907003,GOVERNOR AND LIEUTENANT GOVERNOR,0,18,167
COOK-:-9908002,COOK,31,COOK,9908002,1041,COOK:9908002,GOVERNOR AND LIEUTENANT GOVERNOR,0,16,124
COOK-:-7501002,COOK,31,COOK,7501002,1145,COOK:7501002,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,278
COOK-:-7502001,COOK,31,COOK,7502001,2034,COOK:7502001,GOVERNOR AND LIEUTENANT GOVERNOR,0,13,428
COOK-:-7900034,COOK,31,COOK,7900034,452,COOK:7900034,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,45
COOK-:-7900063,COOK,31,COOK,7900063,1418,COOK:7900063,GOVERNOR AND LIEUTENANT GOVERNOR,1,13,127
COOK-:-8200052,COOK,31,COOK,8200052,973,COOK:8200052,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,101
COOK-:-8200055,COOK,31,COOK,8200055,696,COOK:8200055,GOVERNOR AND LIEUTENANT GOVERNOR,3,11,160
COOK-:-8700033,COOK,31,COOK,8700033,823,COOK:8700033,GOVERNOR AND LIEUTENANT GOVERNOR,1,6,55
COOK-:-8700036,COOK,31,COOK,8700036,997,COOK:8700036,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,97
COOK-:-9000029,COOK,31,COOK,9000029,960,COOK:9000029,GOVERNOR AND LIEUTENANT GOVERNOR,1,11,184
COOK-:-9100008,COOK,31,COOK,9100008,1307,COOK:9100008,GOVERNOR AND LIEUTENANT GOVERNOR,0,14,269
COOK-:-9500090,COOK,31,COOK,9500090,834,COOK:9500090,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,173
COOK-:-9500094,COOK,31,COOK,9500094,1083,COOK:9500094,GOVERNOR AND LIEUTENANT GOVERNOR,0,14,189
COOK-:-7100024,COOK,31,COOK,7100024,1887,COOK:7100024,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,180
COOK-:-7400050,COOK,31,COOK,7400050,753,COOK:7400050,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,61
COOK-:-8300014,COOK,31,COOK,8300014,950,COOK:8300014,GOVERNOR AND LIEUTENANT GOVERNOR,1,7,150
COOK-:-7900060,COOK,31,COOK,7900060,1713,COOK:7900060,GOVERNOR AND LIEUTENANT GOVERNOR,0,18,148
COOK-:-9100004,COOK,31,COOK,9100004,1108,COOK:9100004,GOVERNOR AND LIEUTENANT GOVERNOR,0,15,210
COOK-:-9600001,COOK,31,COOK,9600001,1732,COOK:9600001,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,246
COOK-:-8700059,COOK,31,COOK,8700059,1509,COOK:8700059,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,165
COOK-:-8900039,COOK,31,COOK,8900039,1543,COOK:8900039,GOVERNOR AND LIEUTENANT GOVERNOR,1,14,183
COOK-:-9700023,COOK,31,COOK,9700023,1625,COOK:9700023,GOVERNOR AND LIEUTENANT GOVERNOR,2,15,114
COOK-:-9700020,COOK,31,COOK,9700020,836,COOK:9700020,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,53
COOK-:-9600085,COOK,31,COOK,9600085,821,COOK:9600085,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,67
COOK-:-9600088,COOK,31,COOK,9600088,1542,COOK:9600088,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,131
COOK-:-8900033,COOK,31,COOK,8900033,1052,COOK:8900033,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,229
COOK-:-8900036,COOK,31,COOK,8900036,1426,COOK:8900036,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,163
COOK-:-9400017,COOK,31,COOK,9400017,782,COOK:9400017,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,51
COOK-:-8700058,COOK,31,COOK,8700058,1062,COOK:8700058,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,97
COOK-:-8000016,COOK,31,COOK,8000016,729,COOK:8000016,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,98
COOK-:-9300010,COOK,31,COOK,9300010,799,COOK:9300010,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,54
COOK-:-9300014,COOK,31,COOK,9300014,1458,COOK:9300014,GOVERNOR AND LIEUTENANT GOVERNOR,1,11,172
COOK-:-9600031,COOK,31,COOK,9600031,738,COOK:9600031,GOVERNOR AND LIEUTENANT GOVERNOR,1,8,79
COOK-:-8300040,COOK,31,COOK,8300040,763,COOK:8300040,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,106
COOK-:-7505003,COOK,31,COOK,7505003,1532,COOK:7505003,GOVERNOR AND LIEUTENANT GOVERNOR,1,11,178
COOK-:-9600003,COOK,31,COOK,9600003,1015,COOK:9600003,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,150
COOK-:-9600006,COOK,31,COOK,9600006,679,COOK:9600006,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,79
COOK-:-7100027,COOK,31,COOK,7100027,1238,COOK:7100027,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,78
COOK-:-7100031,COOK,31,COOK,7100031,1501,COOK:7100031,GOVERNOR AND LIEUTENANT GOVERNOR,1,16,139
COOK-:-7506003,COOK,31,COOK,7506003,735,COOK:7506003,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,214
COOK-:-7506007,COOK,31,COOK,7506007,1439,COOK:7506007,GOVERNOR AND LIEUTENANT GOVERNOR,0,15,410
COOK-:-8300013,COOK,31,COOK,8300013,920,COOK:8300013,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,96
COOK-:-8300016,COOK,31,COOK,8300016,1153,COOK:8300016,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,189
COOK-:-8300019,COOK,31,COOK,8300019,1190,COOK:8300019,GOVERNOR AND LIEUTENANT GOVERNOR,1,3,156
COOK-:-7900065,COOK,31,COOK,7900065,1494,COOK:7900065,GOVERNOR AND LIEUTENANT GOVERNOR,0,26,120
COOK-:-8000020,COOK,31,COOK,8000020,591,COOK:8000020,GOVERNOR AND LIEUTENANT GOVERNOR,1,6,78
COOK-:-9200002,COOK,31,COOK,9200002,154,COOK:9200002,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,9
COOK-:-8700062,COOK,31,COOK,8700062,1400,COOK:8700062,GOVERNOR AND LIEUTENANT GOVERNOR,0,17,87
COOK-:-8700066,COOK,31,COOK,8700066,1587,COOK:8700066,GOVERNOR AND LIEUTENANT GOVERNOR,0,12,121
COOK-:-9800011,COOK,31,COOK,9800011,1494,COOK:9800011,GOVERNOR AND LIEUTENANT GOVERNOR,0,31,144
COOK-:-7400003,COOK,31,COOK,7400003,1768,COOK:7400003,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,155
COOK-:-9800032,COOK,31,COOK,9800032,901,COOK:9800032,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,63
COOK-:-9700070,COOK,31,COOK,9700070,1293,COOK:9700070,GOVERNOR AND LIEUTENANT GOVERNOR,0,13,104
COOK-:-9700074,COOK,31,COOK,9700074,1742,COOK:9700074,GOVERNOR AND LIEUTENANT GOVERNOR,1,24,126
COOK-:-8600030,COOK,31,COOK,8600030,679,COOK:8600030,GOVERNOR AND LIEUTENANT GOVERNOR,1,3,63
COOK-:-8900087,COOK,31,COOK,8900087,1155,COOK:8900087,GOVERNOR AND LIEUTENANT GOVERNOR,4,29,115
COOK-:-9000010,COOK,31,COOK,9000010,751,COOK:9000010,GOVERNOR AND LIEUTENANT GOVERNOR,1,11,159
COOK-:-8600060,COOK,31,COOK,8600060,665,COOK:8600060,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,90
COOK-:-8600063,COOK,31,COOK,8600063,1052,COOK:8600063,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,107
COOK-:-8200006,COOK,31,COOK,8200006,1705,COOK:8200006,GOVERNOR AND LIEUTENANT GOVERNOR,0,23,176
COOK-:-8200009,COOK,31,COOK,8200009,717,COOK:8200009,GOVERNOR AND LIEUTENANT GOVERNOR,0,12,114
COOK-:-8200012,COOK,31,COOK,8200012,922,COOK:8200012,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,102
COOK-:-7800041,COOK,31,COOK,7800041,613,COOK:7800041,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,42
COOK-:-7900015,COOK,31,COOK,7900015,1028,COOK:7900015,GOVERNOR AND LIEUTENANT GOVERNOR,0,14,197
COOK-:-7800038,COOK,31,COOK,7800038,479,COOK:7800038,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,21
COOK-:-9700042,COOK,31,COOK,9700042,1317,COOK:9700042,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,77
COOK-:-9500040,COOK,31,COOK,9500040,648,COOK:9500040,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,125
COOK-:-9500044,COOK,31,COOK,9500044,764,COOK:9500044,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,62
COOK-:-9500070,COOK,31,COOK,9500070,504,COOK:9500070,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,63
COOK-:-8900084,COOK,31,COOK,8900084,756,COOK:8900084,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,92
COOK-:-7100053,COOK,31,COOK,7100053,627,COOK:7100053,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,39
COOK-:-7900057,COOK,31,COOK,7900057,1348,COOK:7900057,GOVERNOR AND LIEUTENANT GOVERNOR,0,15,79
COOK-:-7900051,COOK,31,COOK,7900051,1008,COOK:7900051,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,79
COOK-:-9500080,COOK,31,COOK,9500080,777,COOK:9500080,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,164
COOK-:-9000045,COOK,31,COOK,9000045,1138,COOK:9000045,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,297
COOK-:-9000048,COOK,31,COOK,9000048,1032,COOK:9000048,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,257
COOK-:-9300002,COOK,31,COOK,9300002,1966,COOK:9300002,GOVERNOR AND LIEUTENANT GOVERNOR,0,18,136
COOK-:-7400039,COOK,31,COOK,7400039,1638,COOK:7400039,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,117
COOK-:-7400042,COOK,31,COOK,7400042,1156,COOK:7400042,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,71
COOK-:-9100001,COOK,31,COOK,9100001,1495,COOK:9100001,GOVERNOR AND LIEUTENANT GOVERNOR,0,27,231
COOK-:-7504001,COOK,31,COOK,7504001,563,COOK:7504001,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,132
COOK-:-9400014,COOK,31,COOK,9400014,1384,COOK:9400014,GOVERNOR AND LIEUTENANT GOVERNOR,0,14,71
COOK-:-8900063,COOK,31,COOK,8900063,1581,COOK:8900063,GOVERNOR AND LIEUTENANT GOVERNOR,0,23,244
COOK-:-7000003,COOK,31,COOK,7000003,1242,COOK:7000003,GOVERNOR AND LIEUTENANT GOVERNOR,1,6,66
COOK-:-9904003,COOK,31,COOK,9904003,1336,COOK:9904003,GOVERNOR AND LIEUTENANT GOVERNOR,0,19,129
COOK-:-9905002,COOK,31,COOK,9905002,975,COOK:9905002,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,113
COOK-:-7100022,COOK,31,COOK,7100022,1168,COOK:7100022,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,41
COOK-:-7100025,COOK,31,COOK,7100025,993,COOK:7100025,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,61
COOK-:-7100052,COOK,31,COOK,7100052,842,COOK:7100052,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,79
COOK-:-7400011,COOK,31,COOK,7400011,1080,COOK:7400011,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,116
COOK-:-7400015,COOK,31,COOK,7400015,1664,COOK:7400015,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,141
COOK-:-7400040,COOK,31,COOK,7400040,1303,COOK:7400040,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,111
COOK-:-7505002,COOK,31,COOK,7505002,1241,COOK:7505002,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,197
COOK-:-7506002,COOK,31,COOK,7506002,719,COOK:7506002,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,215
COOK-:-7200010,COOK,31,COOK,7200010,1163,COOK:7200010,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,76
COOK-:-7200013,COOK,31,COOK,7200013,1137,COOK:7200013,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,86
COOK-:-7600004,COOK,31,COOK,7600004,1321,COOK:7600004,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,81
COOK-:-7900022,COOK,31,COOK,7900022,731,COOK:7900022,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,88
COOK-:-7900025,COOK,31,COOK,7900025,989,COOK:7900025,GOVERNOR AND LIEUTENANT GOVERNOR,1,7,106
COOK-:-7900052,COOK,31,COOK,7900052,1125,COOK:7900052,GOVERNOR AND LIEUTENANT GOVERNOR,0,21,147
COOK-:-7900061,COOK,31,COOK,7900061,932,COOK:7900061,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,160
COOK-:-8000012,COOK,31,COOK,8000012,697,COOK:8000012,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,91
COOK-:-8000015,COOK,31,COOK,8000015,1215,COOK:8000015,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,110
COOK-:-8200016,COOK,31,COOK,8200016,1633,COOK:8200016,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,233
COOK-:-8200041,COOK,31,COOK,8200041,1314,COOK:8200041,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,205
COOK-:-8200044,COOK,31,COOK,8200044,1296,COOK:8200044,GOVERNOR AND LIEUTENANT GOVERNOR,0,14,231
COOK-:-8300012,COOK,31,COOK,8300012,1615,COOK:8300012,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,244
COOK-:-9700066,COOK,31,COOK,9700066,1540,COOK:9700066,GOVERNOR AND LIEUTENANT GOVERNOR,1,18,112
COOK-:-9700069,COOK,31,COOK,9700069,1178,COOK:9700069,GOVERNOR AND LIEUTENANT GOVERNOR,1,14,164
COOK-:-8200002,COOK,31,COOK,8200002,1458,COOK:8200002,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,110
COOK-:-8200005,COOK,31,COOK,8200005,829,COOK:8200005,GOVERNOR AND LIEUTENANT GOVERNOR,5,14,85
COOK-:-8200008,COOK,31,COOK,8200008,495,COOK:8200008,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,99
COOK-:-9800028,COOK,31,COOK,9800028,1173,COOK:9800028,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,69
COOK-:-7800037,COOK,31,COOK,7800037,934,COOK:7800037,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,54
COOK-:-7900011,COOK,31,COOK,7900011,675,COOK:7900011,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,127
COOK-:-7900014,COOK,31,COOK,7900014,1158,COOK:7900014,GOVERNOR AND LIEUTENANT GOVERNOR,0,20,203
COOK-:-9800031,COOK,31,COOK,9800031,857,COOK:9800031,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,36
COOK-:-7400002,COOK,31,COOK,7400002,1034,COOK:7400002,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,71
COOK-:-9902003,COOK,31,COOK,9902003,1191,COOK:9902003,GOVERNOR AND LIEUTENANT GOVERNOR,2,11,116
COOK-:-8600056,COOK,31,COOK,8600056,836,COOK:8600056,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,69
COOK-:-8600059,COOK,31,COOK,8600059,981,COOK:8600059,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,96
COOK-:-8600062,COOK,31,COOK,8600062,1069,COOK:8600062,GOVERNOR AND LIEUTENANT GOVERNOR,0,14,86
COOK-:-9000009,COOK,31,COOK,9000009,1324,COOK:9000009,GOVERNOR AND LIEUTENANT GOVERNOR,1,10,226
COOK-:-8900083,COOK,31,COOK,8900083,1632,COOK:8900083,GOVERNOR AND LIEUTENANT GOVERNOR,0,12,273
COOK-:-9000006,COOK,31,COOK,9000006,1179,COOK:9000006,GOVERNOR AND LIEUTENANT GOVERNOR,1,11,285
COOK-:-9500066,COOK,31,COOK,9500066,1206,COOK:9500066,GOVERNOR AND LIEUTENANT GOVERNOR,2,7,305
COOK-:-9500039,COOK,31,COOK,9500039,1289,COOK:9500039,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,252
COOK-:-9500036,COOK,31,COOK,9500036,1041,COOK:9500036,GOVERNOR AND LIEUTENANT GOVERNOR,1,4,78
COOK-:-9500043,COOK,31,COOK,9500043,1253,COOK:9500043,GOVERNOR AND LIEUTENANT GOVERNOR,1,6,148
COOK-:-9700073,COOK,31,COOK,9700073,1469,COOK:9700073,GOVERNOR AND LIEUTENANT GOVERNOR,0,15,121
COOK-:-9800007,COOK,31,COOK,9800007,796,COOK:9800007,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,38
COOK-:-9200001,COOK,31,COOK,9200001,1126,COOK:9200001,GOVERNOR AND LIEUTENANT GOVERNOR,2,28,234
COOK-:-8700040,COOK,31,COOK,8700040,1579,COOK:8700040,GOVERNOR AND LIEUTENANT GOVERNOR,1,5,175
COOK-:-9000033,COOK,31,COOK,9000033,784,COOK:9000033,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,145
COOK-:-9200004,COOK,31,COOK,9200004,1245,COOK:9200004,GOVERNOR AND LIEUTENANT GOVERNOR,1,11,222
COOK-:-9908003,COOK,31,COOK,9908003,589,COOK:9908003,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,58
COOK-:-7100003,COOK,31,COOK,7100003,930,COOK:7100003,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,59
COOK-:-7400027,COOK,31,COOK,7400027,1231,COOK:7400027,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,97
COOK-:-7502002,COOK,31,COOK,7502002,748,COOK:7502002,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,170
COOK-:-7900041,COOK,31,COOK,7900041,636,COOK:7900041,GOVERNOR AND LIEUTENANT GOVERNOR,1,8,68
COOK-:-7900068,COOK,31,COOK,7900068,874,COOK:7900068,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,81
COOK-:-8200056,COOK,31,COOK,8200056,1488,COOK:8200056,GOVERNOR AND LIEUTENANT GOVERNOR,2,15,192
COOK-:-8200059,COOK,31,COOK,8200059,1684,COOK:8200059,GOVERNOR AND LIEUTENANT GOVERNOR,0,18,229
COOK-:-8700037,COOK,31,COOK,8700037,1229,COOK:8700037,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,169
COOK-:-7100030,COOK,31,COOK,7100030,1051,COOK:7100030,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,172
