UNIQUE_ID,JurisName,COUNTYFP,CountyName,PrecinctName,Registration,NAME20,ContestName,Paul Schimpf,Richard C. Irvin,Jesse Sullivan,Darren Bailey,Max Solomon,Gary Rabine,Write-In,Keisha S. Smith
BOONE-:-POPLAR GROVE 2,BOONE,7,BOONE,POPLAR GROVE 2,1304,BOONE:POPLAR GROVE 2,GOVERNOR AND LIEUTENANT GOVERNOR,4,29,41,150,5,30,2,0
BOONE-:-POPLAR GROVE 3,BOONE,7,BOONE,POPLAR GROVE 3,797,BOONE:POPLAR GROVE 3,GOVERNOR AND LIEUTENANT GOVERNOR,1,12,26,62,2,10,1,0
BOONE-:-POPLAR GROVE 4,BOONE,7,BOONE,POPLAR GROVE 4,128,BOONE:POPLAR GROVE 4,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,4,12,1,2,0,0
BOONE-:-POPLAR GROVE 5,BOONE,7,BOONE,POPLAR GROVE 5,434,BOONE:POPLAR GROVE 5,GOVERNOR AND LIEUTENANT GOVERNOR,5,12,17,62,2,16,0,0
BOONE-:-SPRING,BOONE,7,BOONE,SPRING,557,BOONE:SPRING,GOVERNOR AND LIEUTENANT GOVERNOR,4,19,29,103,4,10,0,0
BROWN-:-BUCKHORN TWP,BROWN,9,BROWN,BUCKHORN TWP,0,BROWN:BUCKHORN TWP,GOVERNOR AND LIEUTENANT GOVERNOR,1,1,0,23,0,0,0,0
BROWN-:-COOPERSTOWN TWP,BROWN,9,BROWN,COOPERSTOWN TWP,0,BROWN:COOPERSTOWN TWP,GOVERNOR AND LIEUTENANT GOVERNOR,1,8,4,63,0,0,0,0
BROWN-:-ELKHORN TWP,BROWN,9,BROWN,ELKHORN TWP,0,BROWN:ELKHORN TWP,GOVERNOR AND LIEUTENANT GOVERNOR,2,7,6,50,0,2,0,0
BROWN-:-LEE TWP,BROWN,9,BROWN,LEE TWP,0,BROWN:LEE TWP,GOVERNOR AND LIEUTENANT GOVERNOR,2,4,5,45,0,1,0,0
BROWN-:-MISSOURI TWP,BROWN,9,BROWN,MISSOURI TWP,0,BROWN:MISSOURI TWP,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,2,27,0,0,0,0
BROWN-:-MT. STERLING 1,BROWN,9,BROWN,MT. STERLING 1,0,BROWN:MT. STERLING 1,GOVERNOR AND LIEUTENANT GOVERNOR,2,16,20,129,0,0,0,0
BROWN-:-MT. STERLING 2,BROWN,9,BROWN,MT. STERLING 2,0,BROWN:MT. STERLING 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,10,57,0,1,0,0
BROWN-:-MT. STERLING 3,BROWN,9,BROWN,MT. STERLING 3,0,BROWN:MT. STERLING 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,7,41,0,0,0,0
BROWN-:-MT. STERLING 4,BROWN,9,BROWN,MT. STERLING 4,0,BROWN:MT. STERLING 4,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,7,68,1,2,0,0
BROWN-:-MT. STERLING 5,BROWN,9,BROWN,MT. STERLING 5,0,BROWN:MT. STERLING 5,GOVERNOR AND LIEUTENANT GOVERNOR,1,5,5,46,0,0,0,0
BROWN-:-PEA RIDGE TWP,BROWN,9,BROWN,PEA RIDGE TWP,0,BROWN:PEA RIDGE TWP,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,3,36,0,1,0,0
BROWN-:-RIPLEY TWP,BROWN,9,BROWN,RIPLEY TWP,0,BROWN:RIPLEY TWP,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,1,16,0,0,0,0
BROWN-:-VERSAILLES TWP 1,BROWN,9,BROWN,VERSAILLES TWP 1,0,BROWN:VERSAILLES TWP 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,8,26,1,1,0,0
BROWN-:-VERSAILLES TWP 2,BROWN,9,BROWN,VERSAILLES TWP 2,0,BROWN:VERSAILLES TWP 2,GOVERNOR AND LIEUTENANT GOVERNOR,2,6,2,54,0,1,0,0
BUREAU-:-ARISPIE,BUREAU,11,BUREAU,ARISPIE,543,BUREAU:ARISPIE,GOVERNOR AND LIEUTENANT GOVERNOR,1,10,7,45,0,0,0,0
BUREAU-:-BERLIN,BUREAU,11,BUREAU,BERLIN,513,BUREAU:BERLIN,GOVERNOR AND LIEUTENANT GOVERNOR,5,7,6,56,0,1,0,0
BUREAU-:-BUREAU,BUREAU,11,BUREAU,BUREAU,197,BUREAU:BUREAU,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,8,22,0,3,0,0
BUREAU-:-CLARION,BUREAU,11,BUREAU,CLARION,258,BUREAU:CLARION,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,1,19,1,1,0,0
BUREAU-:-CONCORD 1,BUREAU,11,BUREAU,CONCORD 1,626,BUREAU:CONCORD 1,GOVERNOR AND LIEUTENANT GOVERNOR,2,5,6,70,2,0,0,0
BUREAU-:-CONCORD 2,BUREAU,11,BUREAU,CONCORD 2,421,BUREAU:CONCORD 2,GOVERNOR AND LIEUTENANT GOVERNOR,1,7,7,37,0,0,0,0
BUREAU-:-DOVER,BUREAU,11,BUREAU,DOVER,393,BUREAU:DOVER,GOVERNOR AND LIEUTENANT GOVERNOR,3,11,7,59,4,4,0,0
BUREAU-:-FAIRFIELD,BUREAU,11,BUREAU,FAIRFIELD,145,BUREAU:FAIRFIELD,GOVERNOR AND LIEUTENANT GOVERNOR,1,1,3,26,0,2,0,0
BUREAU-:-GOLD,BUREAU,11,BUREAU,GOLD,132,BUREAU:GOLD,GOVERNOR AND LIEUTENANT GOVERNOR,3,0,4,21,0,0,0,0
BUREAU-:-GREENVILLE,BUREAU,11,BUREAU,GREENVILLE,237,BUREAU:GREENVILLE,GOVERNOR AND LIEUTENANT GOVERNOR,1,3,2,25,0,1,0,0
BUREAU-:-HALL 1,BUREAU,11,BUREAU,HALL 1,449,BUREAU:HALL 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,0,7,0,0,0,0
BUREAU-:-HALL 10,BUREAU,11,BUREAU,HALL 10,431,BUREAU:HALL 10,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,9,16,0,0,0,0
BUREAU-:-HALL 2,BUREAU,11,BUREAU,HALL 2,529,BUREAU:HALL 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,2,24,0,1,0,0
BUREAU-:-HALL 3,BUREAU,11,BUREAU,HALL 3,841,BUREAU:HALL 3,GOVERNOR AND LIEUTENANT GOVERNOR,2,2,2,12,0,0,1,0
BUREAU-:-HALL 4,BUREAU,11,BUREAU,HALL 4,395,BUREAU:HALL 4,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,7,21,0,0,0,0
BUREAU-:-HALL 5,BUREAU,11,BUREAU,HALL 5,408,BUREAU:HALL 5,GOVERNOR AND LIEUTENANT GOVERNOR,2,4,8,26,0,1,0,0
BUREAU-:-HALL 6,BUREAU,11,BUREAU,HALL 6,824,BUREAU:HALL 6,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,9,27,0,0,0,0
BUREAU-:-HALL 7,BUREAU,11,BUREAU,HALL 7,525,BUREAU:HALL 7,GOVERNOR AND LIEUTENANT GOVERNOR,2,7,3,32,0,0,0,0
BUREAU-:-HALL 8,BUREAU,11,BUREAU,HALL 8,700,BUREAU:HALL 8,GOVERNOR AND LIEUTENANT GOVERNOR,2,6,2,33,0,0,0,0
BUREAU-:-HALL 9,BUREAU,11,BUREAU,HALL 9,564,BUREAU:HALL 9,GOVERNOR AND LIEUTENANT GOVERNOR,2,6,4,33,1,1,0,0
BUREAU-:-INDIANTOWN,BUREAU,11,BUREAU,INDIANTOWN,463,BUREAU:INDIANTOWN,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,13,47,0,0,0,0
BUREAU-:-LA MOILLE 1,BUREAU,11,BUREAU,LA MOILLE 1,557,BUREAU:LA MOILLE 1,GOVERNOR AND LIEUTENANT GOVERNOR,3,9,6,39,2,1,0,0
BUREAU-:-LA MOILLE 2,BUREAU,11,BUREAU,LA MOILLE 2,170,BUREAU:LA MOILLE 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,5,27,0,4,0,0
BUREAU-:-LEEPERTOWN,BUREAU,11,BUREAU,LEEPERTOWN,233,BUREAU:LEEPERTOWN,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,4,10,0,2,0,0
BUREAU-:-MACON,BUREAU,11,BUREAU,MACON,133,BUREAU:MACON,GOVERNOR AND LIEUTENANT GOVERNOR,1,1,5,16,0,2,0,0
BUREAU-:-MANLIUS,BUREAU,11,BUREAU,MANLIUS,416,BUREAU:MANLIUS,GOVERNOR AND LIEUTENANT GOVERNOR,3,7,4,48,2,0,0,0
BUREAU-:-MILO,BUREAU,11,BUREAU,MILO,139,BUREAU:MILO,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,1,26,0,2,1,0
BUREAU-:-MINERAL,BUREAU,11,BUREAU,MINERAL,320,BUREAU:MINERAL,GOVERNOR AND LIEUTENANT GOVERNOR,1,1,6,52,0,0,0,0
BUREAU-:-NEPONSET,BUREAU,11,BUREAU,NEPONSET,457,BUREAU:NEPONSET,GOVERNOR AND LIEUTENANT GOVERNOR,1,2,7,43,0,1,0,0
BUREAU-:-OHIO 1,BUREAU,11,BUREAU,OHIO 1,416,BUREAU:OHIO 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,8,37,0,3,0,0
BUREAU-:-OHIO 2,BUREAU,11,BUREAU,OHIO 2,144,BUREAU:OHIO 2,GOVERNOR AND LIEUTENANT GOVERNOR,1,6,5,27,0,4,0,0
BUREAU-:-PRINCETON 1,BUREAU,11,BUREAU,PRINCETON 1,804,BUREAU:PRINCETON 1,GOVERNOR AND LIEUTENANT GOVERNOR,2,26,16,86,1,9,0,0
BUREAU-:-PRINCETON 2,BUREAU,11,BUREAU,PRINCETON 2,787,BUREAU:PRINCETON 2,GOVERNOR AND LIEUTENANT GOVERNOR,1,7,13,70,1,5,0,0
BUREAU-:-PRINCETON 3,BUREAU,11,BUREAU,PRINCETON 3,858,BUREAU:PRINCETON 3,GOVERNOR AND LIEUTENANT GOVERNOR,2,20,22,72,4,4,1,0
BUREAU-:-PRINCETON 4,BUREAU,11,BUREAU,PRINCETON 4,710,BUREAU:PRINCETON 4,GOVERNOR AND LIEUTENANT GOVERNOR,1,5,9,69,1,2,0,0
BUREAU-:-PRINCETON 5,BUREAU,11,BUREAU,PRINCETON 5,619,BUREAU:PRINCETON 5,GOVERNOR AND LIEUTENANT GOVERNOR,2,10,6,61,0,2,0,0
BUREAU-:-PRINCETON 6,BUREAU,11,BUREAU,PRINCETON 6,774,BUREAU:PRINCETON 6,GOVERNOR AND LIEUTENANT GOVERNOR,1,11,16,75,1,3,0,0
BUREAU-:-PRINCETON 7,BUREAU,11,BUREAU,PRINCETON 7,688,BUREAU:PRINCETON 7,GOVERNOR AND LIEUTENANT GOVERNOR,3,9,7,54,1,1,0,0
BUREAU-:-PRINCETON 8,BUREAU,11,BUREAU,PRINCETON 8,745,BUREAU:PRINCETON 8,GOVERNOR AND LIEUTENANT GOVERNOR,9,20,11,59,2,3,0,0
BUREAU-:-PRINCETON 9,BUREAU,11,BUREAU,PRINCETON 9,841,BUREAU:PRINCETON 9,GOVERNOR AND LIEUTENANT GOVERNOR,1,21,22,97,3,1,0,0
BUREAU-:-SELBY 1,BUREAU,11,BUREAU,SELBY 1,251,BUREAU:SELBY 1,GOVERNOR AND LIEUTENANT GOVERNOR,2,5,1,20,0,0,0,0
BUREAU-:-SELBY 2,BUREAU,11,BUREAU,SELBY 2,483,BUREAU:SELBY 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,4,24,1,1,0,0
BUREAU-:-SELBY 3,BUREAU,11,BUREAU,SELBY 3,445,BUREAU:SELBY 3,GOVERNOR AND LIEUTENANT GOVERNOR,1,1,2,13,0,0,0,0
BUREAU-:-WALNUT 1,BUREAU,11,BUREAU,WALNUT 1,611,BUREAU:WALNUT 1,GOVERNOR AND LIEUTENANT GOVERNOR,2,3,5,81,0,4,0,0
BUREAU-:-WALNUT 2,BUREAU,11,BUREAU,WALNUT 2,542,BUREAU:WALNUT 2,GOVERNOR AND LIEUTENANT GOVERNOR,2,7,10,59,0,1,0,0
BUREAU-:-WESTFIELD 1,BUREAU,11,BUREAU,WESTFIELD 1,205,BUREAU:WESTFIELD 1,GOVERNOR AND LIEUTENANT GOVERNOR,2,1,2,25,1,0,0,0
BUREAU-:-WESTFIELD 2,BUREAU,11,BUREAU,WESTFIELD 2,448,BUREAU:WESTFIELD 2,GOVERNOR AND LIEUTENANT GOVERNOR,2,4,3,35,2,0,0,0
BUREAU-:-WHEATLAND,BUREAU,11,BUREAU,WHEATLAND,94,BUREAU:WHEATLAND,GOVERNOR AND LIEUTENANT GOVERNOR,1,4,3,14,0,1,0,0
BUREAU-:-WYANET 1,BUREAU,11,BUREAU,WYANET 1,479,BUREAU:WYANET 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,11,47,2,1,0,0
BUREAU-:-WYANET 2,BUREAU,11,BUREAU,WYANET 2,393,BUREAU:WYANET 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,6,49,0,0,0,0
CALHOUN-:-BELLEVIEW PRECINCT,CALHOUN,13,CALHOUN,BELLEVIEW PRECINCT,159,CALHOUN:BELLEVIEW PRECINCT,GOVERNOR AND LIEUTENANT GOVERNOR,2,2,3,31,0,2,0,0
CALHOUN-:-CRATER-CARLIN PCT.,CALHOUN,13,CALHOUN,CRATER-CARLIN PCT.,443,CALHOUN:CRATER-CARLIN PCT.,GOVERNOR AND LIEUTENANT GOVERNOR,2,8,5,69,0,1,0,0
CALHOUN-:-GILEAD PRECINCT,CALHOUN,13,CALHOUN,GILEAD PRECINCT,230,CALHOUN:GILEAD PRECINCT,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,1,37,0,0,0,0
CALHOUN-:-HAMBURG PRECINCT,CALHOUN,13,CALHOUN,HAMBURG PRECINCT,322,CALHOUN:HAMBURG PRECINCT,GOVERNOR AND LIEUTENANT GOVERNOR,3,4,0,38,0,1,0,0
CALHOUN-:-HARDIN PRECINCT,CALHOUN,13,CALHOUN,HARDIN PRECINCT,753,CALHOUN:HARDIN PRECINCT,GOVERNOR AND LIEUTENANT GOVERNOR,2,11,12,113,0,3,0,0
CALHOUN-:-POINT PRECINCT,CALHOUN,13,CALHOUN,POINT PRECINCT,721,CALHOUN:POINT PRECINCT,GOVERNOR AND LIEUTENANT GOVERNOR,2,9,7,99,0,2,0,0
CALHOUN-:-RICHWOODS PRECINCT,CALHOUN,13,CALHOUN,RICHWOODS PRECINCT,582,CALHOUN:RICHWOODS PRECINCT,GOVERNOR AND LIEUTENANT GOVERNOR,3,6,2,63,0,1,0,0
CARROLL-:-CHERRY GROVE SHANNON 1,CARROLL,15,CARROLL,CHERRY GROVE SHANNON 1,445,CARROLL:CHERRY GROVE SHANNON 1,GOVERNOR AND LIEUTENANT GOVERNOR,3,12,14,59,1,2,0,0
CARROLL-:-CHERRY GROVE SHANNON 2,CARROLL,15,CARROLL,CHERRY GROVE SHANNON 2,655,CARROLL:CHERRY GROVE SHANNON 2,GOVERNOR AND LIEUTENANT GOVERNOR,2,17,16,93,2,6,0,0
CARROLL-:-ELKHORN GROVE,CARROLL,15,CARROLL,ELKHORN GROVE,155,CARROLL:ELKHORN GROVE,GOVERNOR AND LIEUTENANT GOVERNOR,1,9,2,10,0,5,0,0
CARROLL-:-FAIR HAVEN,CARROLL,15,CARROLL,FAIR HAVEN,557,CARROLL:FAIR HAVEN,GOVERNOR AND LIEUTENANT GOVERNOR,2,9,21,55,3,6,0,0
CARROLL-:-FREEDOM,CARROLL,15,CARROLL,FREEDOM,696,CARROLL:FREEDOM,GOVERNOR AND LIEUTENANT GOVERNOR,5,29,30,93,0,9,0,0
CARROLL-:-MT. CARROLL 1,CARROLL,15,CARROLL,MT. CARROLL 1,416,CARROLL:MT. CARROLL 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,12,33,3,3,0,0
CARROLL-:-MT. CARROLL 2,CARROLL,15,CARROLL,MT. CARROLL 2,698,CARROLL:MT. CARROLL 2,GOVERNOR AND LIEUTENANT GOVERNOR,5,19,34,52,0,5,0,0
CARROLL-:-MT. CARROLL 3,CARROLL,15,CARROLL,MT. CARROLL 3,382,CARROLL:MT. CARROLL 3,GOVERNOR AND LIEUTENANT GOVERNOR,1,13,21,34,1,2,0,0
CARROLL-:-ROCK CREEK-LIMA 1,CARROLL,15,CARROLL,ROCK CREEK-LIMA 1,628,CARROLL:ROCK CREEK-LIMA 1,GOVERNOR AND LIEUTENANT GOVERNOR,1,11,14,49,1,3,0,0
CARROLL-:-ROCK CREEK-LIMA 2,CARROLL,15,CARROLL,ROCK CREEK-LIMA 2,762,CARROLL:ROCK CREEK-LIMA 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,26,81,3,6,0,0
CARROLL-:-SALEM,CARROLL,15,CARROLL,SALEM,254,CARROLL:SALEM,GOVERNOR AND LIEUTENANT GOVERNOR,1,10,15,24,0,5,0,0
CARROLL-:-SAVANNA 1,CARROLL,15,CARROLL,SAVANNA 1,278,CARROLL:SAVANNA 1,GOVERNOR AND LIEUTENANT GOVERNOR,3,6,8,11,2,3,0,0
CARROLL-:-SAVANNA 2,CARROLL,15,CARROLL,SAVANNA 2,246,CARROLL:SAVANNA 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,15,9,1,0,0,0
CARROLL-:-SAVANNA 3,CARROLL,15,CARROLL,SAVANNA 3,240,CARROLL:SAVANNA 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,7,7,1,2,0,0
CARROLL-:-SAVANNA 4,CARROLL,15,CARROLL,SAVANNA 4,430,CARROLL:SAVANNA 4,GOVERNOR AND LIEUTENANT GOVERNOR,3,6,21,13,1,3,0,0
CARROLL-:-SAVANNA 5,CARROLL,15,CARROLL,SAVANNA 5,378,CARROLL:SAVANNA 5,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,26,15,0,7,0,0
CARROLL-:-SAVANNA 6,CARROLL,15,CARROLL,SAVANNA 6,617,CARROLL:SAVANNA 6,GOVERNOR AND LIEUTENANT GOVERNOR,4,5,14,26,1,2,0,0
CARROLL-:-WASHINGTON,CARROLL,15,CARROLL,WASHINGTON,242,CARROLL:WASHINGTON,GOVERNOR AND LIEUTENANT GOVERNOR,1,11,14,15,0,5,0,0
CARROLL-:-WOODLAND,CARROLL,15,CARROLL,WOODLAND,219,CARROLL:WOODLAND,GOVERNOR AND LIEUTENANT GOVERNOR,3,10,11,26,0,3,0,0
CARROLL-:-WYSOX 1,CARROLL,15,CARROLL,WYSOX 1,518,CARROLL:WYSOX 1,GOVERNOR AND LIEUTENANT GOVERNOR,3,12,14,78,1,2,0,0
CARROLL-:-WYSOX 2,CARROLL,15,CARROLL,WYSOX 2,405,CARROLL:WYSOX 2,GOVERNOR AND LIEUTENANT GOVERNOR,1,4,10,42,0,5,0,0
CARROLL-:-YORK,CARROLL,15,CARROLL,YORK,1220,CARROLL:YORK,GOVERNOR AND LIEUTENANT GOVERNOR,0,21,50,65,2,7,0,0
CASS-:-ARENZVILLE 11,CASS,17,CASS,ARENZVILLE 11,544,CASS:ARENZVILLE 11,GOVERNOR AND LIEUTENANT GOVERNOR,1,11,31,74,1,4,0,0
CASS-:-ASHLAND 20,CASS,17,CASS,ASHLAND 20,348,CASS:ASHLAND 20,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,16,30,1,1,0,0
CASS-:-ASHLAND 21,CASS,17,CASS,ASHLAND 21,561,CASS:ASHLAND 21,GOVERNOR AND LIEUTENANT GOVERNOR,3,7,26,51,1,0,0,0
CASS-:-BEARDSTOWN 1,CASS,17,CASS,BEARDSTOWN 1,333,CASS:BEARDSTOWN 1,GOVERNOR AND LIEUTENANT GOVERNOR,2,2,3,18,0,0,0,0
CASS-:-BEARDSTOWN 2,CASS,17,CASS,BEARDSTOWN 2,503,CASS:BEARDSTOWN 2,GOVERNOR AND LIEUTENANT GOVERNOR,2,3,6,33,0,2,0,0
CASS-:-BEARDSTOWN 3,CASS,17,CASS,BEARDSTOWN 3,241,CASS:BEARDSTOWN 3,GOVERNOR AND LIEUTENANT GOVERNOR,1,0,3,13,0,0,0,0
CASS-:-BEARDSTOWN 4,CASS,17,CASS,BEARDSTOWN 4,334,CASS:BEARDSTOWN 4,GOVERNOR AND LIEUTENANT GOVERNOR,1,1,6,19,1,0,0,0
CASS-:-BEARDSTOWN 5,CASS,17,CASS,BEARDSTOWN 5,252,CASS:BEARDSTOWN 5,GOVERNOR AND LIEUTENANT GOVERNOR,1,1,9,20,0,0,0,0
CASS-:-BEARDSTOWN 6,CASS,17,CASS,BEARDSTOWN 6,410,CASS:BEARDSTOWN 6,GOVERNOR AND LIEUTENANT GOVERNOR,1,4,8,20,1,0,0,0
CASS-:-BEARDSTOWN 7,CASS,17,CASS,BEARDSTOWN 7,743,CASS:BEARDSTOWN 7,GOVERNOR AND LIEUTENANT GOVERNOR,1,2,16,74,1,0,0,0
CASS-:-BEARDSTOWN 8,CASS,17,CASS,BEARDSTOWN 8,295,CASS:BEARDSTOWN 8,GOVERNOR AND LIEUTENANT GOVERNOR,1,1,3,13,0,0,0,0
CASS-:-BLUFF SPRINGS 10,CASS,17,CASS,BLUFF SPRINGS 10,647,CASS:BLUFF SPRINGS 10,GOVERNOR AND LIEUTENANT GOVERNOR,3,13,24,123,0,0,0,0
CASS-:-CHANDLERVILLE 18,CASS,17,CASS,CHANDLERVILLE 18,306,CASS:CHANDLERVILLE 18,GOVERNOR AND LIEUTENANT GOVERNOR,1,1,17,33,0,0,0,0
CASS-:-HAGENER 9,CASS,17,CASS,HAGENER 9,251,CASS:HAGENER 9,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,5,20,0,0,0,0
CASS-:-NEWMANSVILLE 19,CASS,17,CASS,NEWMANSVILLE 19,46,CASS:NEWMANSVILLE 19,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,4,3,0,0,0,0
CASS-:-PANTHER CREEK 17,CASS,17,CASS,PANTHER CREEK 17,235,CASS:PANTHER CREEK 17,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,23,25,0,0,0,0
CASS-:-PHILADELPHIA 16,CASS,17,CASS,PHILADELPHIA 16,164,CASS:PHILADELPHIA 16,GOVERNOR AND LIEUTENANT GOVERNOR,1,1,6,20,0,1,0,0
CASS-:-SANGAMON VALLEY 12,CASS,17,CASS,SANGAMON VALLEY 12,237,CASS:SANGAMON VALLEY 12,GOVERNOR AND LIEUTENANT GOVERNOR,1,6,14,30,0,0,0,0
CASS-:-VIRGINIA 13,CASS,17,CASS,VIRGINIA 13,361,CASS:VIRGINIA 13,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,10,33,1,0,0,0
CASS-:-VIRGINIA 14,CASS,17,CASS,VIRGINIA 14,285,CASS:VIRGINIA 14,GOVERNOR AND LIEUTENANT GOVERNOR,2,3,11,35,0,0,0,0
CASS-:-VIRGINIA 15,CASS,17,CASS,VIRGINIA 15,507,CASS:VIRGINIA 15,GOVERNOR AND LIEUTENANT GOVERNOR,1,10,36,51,0,0,0,0
CHAMPAIGN-:-AYERS,CHAMPAIGN,19,CHAMPAIGN,AYERS,302,CHAMPAIGN:AYERS,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,14,76,0,6,0,0
CHAMPAIGN-:-BROWN FISHER,CHAMPAIGN,19,CHAMPAIGN,BROWN FISHER,1149,CHAMPAIGN:BROWN FISHER,GOVERNOR AND LIEUTENANT GOVERNOR,5,35,36,168,1,9,0,0
CHAMPAIGN-:-BROWN FOOSLAND,CHAMPAIGN,19,CHAMPAIGN,BROWN FOOSLAND,184,CHAMPAIGN:BROWN FOOSLAND,GOVERNOR AND LIEUTENANT GOVERNOR,3,2,8,32,1,2,0,0
CHAMPAIGN-:-CHAMPAIGN 1,CHAMPAIGN,19,CHAMPAIGN,CHAMPAIGN 1,223,CHAMPAIGN:CHAMPAIGN 1,GOVERNOR AND LIEUTENANT GOVERNOR,1,6,3,2,0,2,0,0
CHAMPAIGN-:-CHAMPAIGN 2,CHAMPAIGN,19,CHAMPAIGN,CHAMPAIGN 2,1824,CHAMPAIGN:CHAMPAIGN 2,GOVERNOR AND LIEUTENANT GOVERNOR,7,85,72,103,4,4,0,0
CHAMPAIGN-:-CHAMPAIGN 3,CHAMPAIGN,19,CHAMPAIGN,CHAMPAIGN 3,1866,CHAMPAIGN:CHAMPAIGN 3,GOVERNOR AND LIEUTENANT GOVERNOR,25,115,154,155,5,23,0,0
CHAMPAIGN-:-CHAMPAIGN 4,CHAMPAIGN,19,CHAMPAIGN,CHAMPAIGN 4,2554,CHAMPAIGN:CHAMPAIGN 4,GOVERNOR AND LIEUTENANT GOVERNOR,16,52,88,110,4,14,0,0
CHAMPAIGN-:-CHAMPAIGN 5,CHAMPAIGN,19,CHAMPAIGN,CHAMPAIGN 5,1846,CHAMPAIGN:CHAMPAIGN 5,GOVERNOR AND LIEUTENANT GOVERNOR,14,62,65,114,3,14,0,0
CHAMPAIGN-:-CHAMPAIGN 6,CHAMPAIGN,19,CHAMPAIGN,CHAMPAIGN 6,1695,CHAMPAIGN:CHAMPAIGN 6,GOVERNOR AND LIEUTENANT GOVERNOR,7,69,68,71,1,12,0,0
CHAMPAIGN-:-CITY OF CHAMPAIGN 01,CHAMPAIGN,19,CHAMPAIGN,CITY OF CHAMPAIGN 01,1067,CHAMPAIGN:CITY OF CHAMPAIGN 01,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,3,4,0,0,0,0
CHAMPAIGN-:-CITY OF CHAMPAIGN 02,CHAMPAIGN,19,CHAMPAIGN,CITY OF CHAMPAIGN 02,629,CHAMPAIGN:CITY OF CHAMPAIGN 02,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,0,3,1,0,0,0
CHAMPAIGN-:-CITY OF CHAMPAIGN 03,CHAMPAIGN,19,CHAMPAIGN,CITY OF CHAMPAIGN 03,1339,CHAMPAIGN:CITY OF CHAMPAIGN 03,GOVERNOR AND LIEUTENANT GOVERNOR,1,2,0,1,0,0,0,0
CHAMPAIGN-:-CITY OF CHAMPAIGN 04,CHAMPAIGN,19,CHAMPAIGN,CITY OF CHAMPAIGN 04,867,CHAMPAIGN:CITY OF CHAMPAIGN 04,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,1,2,0,2,0,0
CHAMPAIGN-:-CITY OF CHAMPAIGN 05,CHAMPAIGN,19,CHAMPAIGN,CITY OF CHAMPAIGN 05,730,CHAMPAIGN:CITY OF CHAMPAIGN 05,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,1,0,0,0,0,0
CHAMPAIGN-:-CITY OF CHAMPAIGN 06,CHAMPAIGN,19,CHAMPAIGN,CITY OF CHAMPAIGN 06,2436,CHAMPAIGN:CITY OF CHAMPAIGN 06,GOVERNOR AND LIEUTENANT GOVERNOR,3,22,14,32,1,2,0,0
CHAMPAIGN-:-CITY OF CHAMPAIGN 07,CHAMPAIGN,19,CHAMPAIGN,CITY OF CHAMPAIGN 07,1210,CHAMPAIGN:CITY OF CHAMPAIGN 07,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,0,1,0,0,0,0
CHAMPAIGN-:-CITY OF CHAMPAIGN 08,CHAMPAIGN,19,CHAMPAIGN,CITY OF CHAMPAIGN 08,1192,CHAMPAIGN:CITY OF CHAMPAIGN 08,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,0,2,0,0,0,0
