UNIQUE_ID,JurisName,COUNTYFP,CountyName,PrecinctName,Registration,NAME20,ContestName,Paul Schimpf,Richard C. Irvin,Jesse Sullivan,Darren Bailey,Max Solomon,Gary Rabine,Write-In,Keisha S. Smith
CITY OF CHICAGO-:-Ward 09 Precinct 30,CITY OF CHICAGO,31,COOK,Ward 09 Precinct 30,593,CITY OF CHICAGO:Ward 09 Precinct 30,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,1,1,0,0,0,0
CITY OF CHICAGO-:-Ward 09 Precinct 31,CITY OF CHICAGO,31,COOK,Ward 09 Precinct 31,642,CITY OF CHICAGO:Ward 09 Precinct 31,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,0,0,0,1,0,0
CITY OF CHICAGO-:-Ward 09 Precinct 32,CITY OF CHICAGO,31,COOK,Ward 09 Precinct 32,633,CITY OF CHICAGO:Ward 09 Precinct 32,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,0,1,1,0,0,0
CITY OF CHICAGO-:-Ward 09 Precinct 33,CITY OF CHICAGO,31,COOK,Ward 09 Precinct 33,588,CITY OF CHICAGO:Ward 09 Precinct 33,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,0,0,1,0,0,0
CITY OF CHICAGO-:-Ward 09 Precinct 34,CITY OF CHICAGO,31,COOK,Ward 09 Precinct 34,643,CITY OF CHICAGO:Ward 09 Precinct 34,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,1,0,0,0,0,0
CITY OF CHICAGO-:-Ward 09 Precinct 35,CITY OF CHICAGO,31,COOK,Ward 09 Precinct 35,571,CITY OF CHICAGO:Ward 09 Precinct 35,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,0,0,2,0,0,0
CITY OF CHICAGO-:-Ward 09 Precinct 36,CITY OF CHICAGO,31,COOK,Ward 09 Precinct 36,590,CITY OF CHICAGO:Ward 09 Precinct 36,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,0,1,0,0,0,0
CITY OF CHICAGO-:-Ward 09 Precinct 37,CITY OF CHICAGO,31,COOK,Ward 09 Precinct 37,853,CITY OF CHICAGO:Ward 09 Precinct 37,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,4,10,0,1,0,0
CITY OF CHICAGO-:-Ward 09 Precinct 38,CITY OF CHICAGO,31,COOK,Ward 09 Precinct 38,645,CITY OF CHICAGO:Ward 09 Precinct 38,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,2,0,0,1,0,0
CITY OF CHICAGO-:-Ward 09 Precinct 39,CITY OF CHICAGO,31,COOK,Ward 09 Precinct 39,701,CITY OF CHICAGO:Ward 09 Precinct 39,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,0,1,4,0,0,0
CITY OF CHICAGO-:-Ward 09 Precinct 40,CITY OF CHICAGO,31,COOK,Ward 09 Precinct 40,712,CITY OF CHICAGO:Ward 09 Precinct 40,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,0,1,0,0,0,0
CITY OF CHICAGO-:-Ward 09 Precinct 41,CITY OF CHICAGO,31,COOK,Ward 09 Precinct 41,520,CITY OF CHICAGO:Ward 09 Precinct 41,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,1,1,0,0,0,0
CITY OF CHICAGO-:-Ward 09 Precinct 42,CITY OF CHICAGO,31,COOK,Ward 09 Precinct 42,640,CITY OF CHICAGO:Ward 09 Precinct 42,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,0,0,0,0,0,0
CITY OF CHICAGO-:-Ward 09 Precinct 43,CITY OF CHICAGO,31,COOK,Ward 09 Precinct 43,694,CITY OF CHICAGO:Ward 09 Precinct 43,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,0,0,0,0,0,0
CITY OF CHICAGO-:-Ward 09 Precinct 45,CITY OF CHICAGO,31,COOK,Ward 09 Precinct 45,533,CITY OF CHICAGO:Ward 09 Precinct 45,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,2,0,0,0,0,0
CITY OF CHICAGO-:-Ward 09 Precinct 46,CITY OF CHICAGO,31,COOK,Ward 09 Precinct 46,684,CITY OF CHICAGO:Ward 09 Precinct 46,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,1,1,0,0,0,0
CITY OF CHICAGO-:-Ward 09 Precinct 47,CITY OF CHICAGO,31,COOK,Ward 09 Precinct 47,622,CITY OF CHICAGO:Ward 09 Precinct 47,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,0,1,0,0,0,0
CITY OF CHICAGO-:-Ward 09 Precinct 48,CITY OF CHICAGO,31,COOK,Ward 09 Precinct 48,648,CITY OF CHICAGO:Ward 09 Precinct 48,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,0,1,0,0,0,0
CITY OF CHICAGO-:-Ward 09 Precinct 49,CITY OF CHICAGO,31,COOK,Ward 09 Precinct 49,675,CITY OF CHICAGO:Ward 09 Precinct 49,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,2,0,0,0,0,0
CITY OF CHICAGO-:-Ward 09 Precinct 50,CITY OF CHICAGO,31,COOK,Ward 09 Precinct 50,788,CITY OF CHICAGO:Ward 09 Precinct 50,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,0,0,0,0,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 01,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 01,601,CITY OF CHICAGO:Ward 10 Precinct 01,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,0,2,1,0,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 02,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 02,724,CITY OF CHICAGO:Ward 10 Precinct 02,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,7,21,0,2,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 03,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 03,962,CITY OF CHICAGO:Ward 10 Precinct 03,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,7,19,0,2,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 04,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 04,724,CITY OF CHICAGO:Ward 10 Precinct 04,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,1,2,1,0,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 05,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 05,685,CITY OF CHICAGO:Ward 10 Precinct 05,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,5,28,1,0,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 06,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 06,685,CITY OF CHICAGO:Ward 10 Precinct 06,GOVERNOR AND LIEUTENANT GOVERNOR,1,0,0,12,1,0,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 07,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 07,661,CITY OF CHICAGO:Ward 10 Precinct 07,GOVERNOR AND LIEUTENANT GOVERNOR,1,3,2,2,1,0,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 09,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 09,723,CITY OF CHICAGO:Ward 10 Precinct 09,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,4,21,0,0,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 10,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 10,772,CITY OF CHICAGO:Ward 10 Precinct 10,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,6,11,1,3,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 11,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 11,1044,CITY OF CHICAGO:Ward 10 Precinct 11,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,6,7,0,0,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 12,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 12,564,CITY OF CHICAGO:Ward 10 Precinct 12,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,7,10,0,1,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 13,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 13,826,CITY OF CHICAGO:Ward 10 Precinct 13,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,1,3,0,0,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 14,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 14,943,CITY OF CHICAGO:Ward 10 Precinct 14,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,5,8,1,1,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 15,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 15,1217,CITY OF CHICAGO:Ward 10 Precinct 15,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,0,3,0,0,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 16,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 16,654,CITY OF CHICAGO:Ward 10 Precinct 16,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,5,10,0,2,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 17,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 17,997,CITY OF CHICAGO:Ward 10 Precinct 17,GOVERNOR AND LIEUTENANT GOVERNOR,0,16,9,30,0,2,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 18,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 18,526,CITY OF CHICAGO:Ward 10 Precinct 18,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,1,2,0,1,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 19,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 19,771,CITY OF CHICAGO:Ward 10 Precinct 19,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,7,15,0,0,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 20,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 20,797,CITY OF CHICAGO:Ward 10 Precinct 20,GOVERNOR AND LIEUTENANT GOVERNOR,2,1,9,25,0,0,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 21,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 21,836,CITY OF CHICAGO:Ward 10 Precinct 21,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,1,14,0,0,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 22,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 22,551,CITY OF CHICAGO:Ward 10 Precinct 22,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,3,4,1,0,1,0
CITY OF CHICAGO-:-Ward 10 Precinct 23,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 23,756,CITY OF CHICAGO:Ward 10 Precinct 23,GOVERNOR AND LIEUTENANT GOVERNOR,1,4,3,6,0,1,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 24,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 24,725,CITY OF CHICAGO:Ward 10 Precinct 24,GOVERNOR AND LIEUTENANT GOVERNOR,3,3,8,27,0,0,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 26,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 26,774,CITY OF CHICAGO:Ward 10 Precinct 26,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,1,4,0,1,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 27,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 27,894,CITY OF CHICAGO:Ward 10 Precinct 27,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,2,0,0,0,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 28,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 28,903,CITY OF CHICAGO:Ward 10 Precinct 28,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,5,7,0,0,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 29,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 29,798,CITY OF CHICAGO:Ward 10 Precinct 29,GOVERNOR AND LIEUTENANT GOVERNOR,3,2,1,4,1,0,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 30,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 30,738,CITY OF CHICAGO:Ward 10 Precinct 30,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,4,5,1,2,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 31,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 31,775,CITY OF CHICAGO:Ward 10 Precinct 31,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,0,4,0,0,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 32,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 32,780,CITY OF CHICAGO:Ward 10 Precinct 32,GOVERNOR AND LIEUTENANT GOVERNOR,2,3,7,8,0,3,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 33,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 33,662,CITY OF CHICAGO:Ward 10 Precinct 33,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,2,3,0,0,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 34,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 34,661,CITY OF CHICAGO:Ward 10 Precinct 34,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,4,2,0,0,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 35,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 35,751,CITY OF CHICAGO:Ward 10 Precinct 35,GOVERNOR AND LIEUTENANT GOVERNOR,1,6,3,28,0,5,0,0
CITY OF CHICAGO-:-Ward 10 Precinct 36,CITY OF CHICAGO,31,COOK,Ward 10 Precinct 36,209,CITY OF CHICAGO:Ward 10 Precinct 36,GOVERNOR AND LIEUTENANT GOVERNOR,1,0,1,1,0,0,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 01,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 01,916,CITY OF CHICAGO:Ward 11 Precinct 01,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,2,20,1,5,1,0
CITY OF CHICAGO-:-Ward 11 Precinct 02,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 02,109,CITY OF CHICAGO:Ward 11 Precinct 02,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,0,1,1,0,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 03,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 03,721,CITY OF CHICAGO:Ward 11 Precinct 03,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,5,2,0,0,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 04,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 04,787,CITY OF CHICAGO:Ward 11 Precinct 04,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,3,9,0,3,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 05,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 05,1114,CITY OF CHICAGO:Ward 11 Precinct 05,GOVERNOR AND LIEUTENANT GOVERNOR,1,4,2,12,0,0,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 06,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 06,1024,CITY OF CHICAGO:Ward 11 Precinct 06,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,2,8,0,0,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 07,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 07,575,CITY OF CHICAGO:Ward 11 Precinct 07,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,0,8,0,0,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 08,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 08,875,CITY OF CHICAGO:Ward 11 Precinct 08,GOVERNOR AND LIEUTENANT GOVERNOR,1,7,6,9,0,2,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 09,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 09,827,CITY OF CHICAGO:Ward 11 Precinct 09,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,1,3,0,1,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 10,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 10,965,CITY OF CHICAGO:Ward 11 Precinct 10,GOVERNOR AND LIEUTENANT GOVERNOR,1,5,4,15,0,2,2,0
CITY OF CHICAGO-:-Ward 11 Precinct 11,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 11,974,CITY OF CHICAGO:Ward 11 Precinct 11,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,6,7,1,0,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 12,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 12,1046,CITY OF CHICAGO:Ward 11 Precinct 12,GOVERNOR AND LIEUTENANT GOVERNOR,1,6,18,42,0,5,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 13,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 13,1008,CITY OF CHICAGO:Ward 11 Precinct 13,GOVERNOR AND LIEUTENANT GOVERNOR,1,6,20,31,0,3,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 14,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 14,602,CITY OF CHICAGO:Ward 11 Precinct 14,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,6,11,0,4,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 15,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 15,381,CITY OF CHICAGO:Ward 11 Precinct 15,GOVERNOR AND LIEUTENANT GOVERNOR,3,1,1,4,0,1,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 16,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 16,704,CITY OF CHICAGO:Ward 11 Precinct 16,GOVERNOR AND LIEUTENANT GOVERNOR,1,5,3,12,0,2,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 17,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 17,883,CITY OF CHICAGO:Ward 11 Precinct 17,GOVERNOR AND LIEUTENANT GOVERNOR,3,8,9,17,0,1,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 18,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 18,786,CITY OF CHICAGO:Ward 11 Precinct 18,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,0,9,0,2,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 19,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 19,1054,CITY OF CHICAGO:Ward 11 Precinct 19,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,3,4,1,5,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 20,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 20,606,CITY OF CHICAGO:Ward 11 Precinct 20,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,4,7,0,0,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 21,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 21,834,CITY OF CHICAGO:Ward 11 Precinct 21,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,6,20,1,3,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 22,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 22,1027,CITY OF CHICAGO:Ward 11 Precinct 22,GOVERNOR AND LIEUTENANT GOVERNOR,1,6,6,15,0,3,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 23,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 23,429,CITY OF CHICAGO:Ward 11 Precinct 23,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,1,14,0,0,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 24,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 24,724,CITY OF CHICAGO:Ward 11 Precinct 24,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,9,13,0,2,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 25,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 25,871,CITY OF CHICAGO:Ward 11 Precinct 25,GOVERNOR AND LIEUTENANT GOVERNOR,2,6,4,23,0,0,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 26,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 26,775,CITY OF CHICAGO:Ward 11 Precinct 26,GOVERNOR AND LIEUTENANT GOVERNOR,1,3,6,17,0,1,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 27,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 27,438,CITY OF CHICAGO:Ward 11 Precinct 27,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,0,5,0,1,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 28,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 28,453,CITY OF CHICAGO:Ward 11 Precinct 28,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,1,11,0,1,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 29,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 29,860,CITY OF CHICAGO:Ward 11 Precinct 29,GOVERNOR AND LIEUTENANT GOVERNOR,2,4,9,23,1,3,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 30,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 30,605,CITY OF CHICAGO:Ward 11 Precinct 30,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,2,7,0,0,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 31,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 31,807,CITY OF CHICAGO:Ward 11 Precinct 31,GOVERNOR AND LIEUTENANT GOVERNOR,4,6,9,28,1,1,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 32,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 32,365,CITY OF CHICAGO:Ward 11 Precinct 32,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,1,11,0,1,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 33,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 33,857,CITY OF CHICAGO:Ward 11 Precinct 33,GOVERNOR AND LIEUTENANT GOVERNOR,4,9,0,11,0,5,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 34,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 34,321,CITY OF CHICAGO:Ward 11 Precinct 34,GOVERNOR AND LIEUTENANT GOVERNOR,1,1,3,9,0,0,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 35,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 35,212,CITY OF CHICAGO:Ward 11 Precinct 35,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,1,5,0,1,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 36,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 36,440,CITY OF CHICAGO:Ward 11 Precinct 36,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,0,11,0,1,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 37,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 37,368,CITY OF CHICAGO:Ward 11 Precinct 37,GOVERNOR AND LIEUTENANT GOVERNOR,1,0,0,0,0,0,0,0
CITY OF CHICAGO-:-Ward 11 Precinct 38,CITY OF CHICAGO,31,COOK,Ward 11 Precinct 38,447,CITY OF CHICAGO:Ward 11 Precinct 38,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,1,0,0,0,0,0
CITY OF CHICAGO-:-Ward 12 Precinct 01,CITY OF CHICAGO,31,COOK,Ward 12 Precinct 01,734,CITY OF CHICAGO:Ward 12 Precinct 01,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,2,11,2,0,0,0
CITY OF CHICAGO-:-Ward 12 Precinct 02,CITY OF CHICAGO,31,COOK,Ward 12 Precinct 02,741,CITY OF CHICAGO:Ward 12 Precinct 02,GOVERNOR AND LIEUTENANT GOVERNOR,1,3,1,2,0,0,0,0
CITY OF CHICAGO-:-Ward 12 Precinct 03,CITY OF CHICAGO,31,COOK,Ward 12 Precinct 03,848,CITY OF CHICAGO:Ward 12 Precinct 03,GOVERNOR AND LIEUTENANT GOVERNOR,2,7,5,14,0,0,0,0
CITY OF CHICAGO-:-Ward 12 Precinct 04,CITY OF CHICAGO,31,COOK,Ward 12 Precinct 04,800,CITY OF CHICAGO:Ward 12 Precinct 04,GOVERNOR AND LIEUTENANT GOVERNOR,1,3,2,6,1,1,0,0
CITY OF CHICAGO-:-Ward 12 Precinct 05,CITY OF CHICAGO,31,COOK,Ward 12 Precinct 05,784,CITY OF CHICAGO:Ward 12 Precinct 05,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,7,9,1,1,0,0
CITY OF CHICAGO-:-Ward 12 Precinct 06,CITY OF CHICAGO,31,COOK,Ward 12 Precinct 06,1055,CITY OF CHICAGO:Ward 12 Precinct 06,GOVERNOR AND LIEUTENANT GOVERNOR,1,3,4,11,0,1,1,0
CITY OF CHICAGO-:-Ward 12 Precinct 07,CITY OF CHICAGO,31,COOK,Ward 12 Precinct 07,777,CITY OF CHICAGO:Ward 12 Precinct 07,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,0,0,0,1,0,0
CITY OF CHICAGO-:-Ward 12 Precinct 08,CITY OF CHICAGO,31,COOK,Ward 12 Precinct 08,875,CITY OF CHICAGO:Ward 12 Precinct 08,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,1,4,0,0,0,0
CITY OF CHICAGO-:-Ward 12 Precinct 09,CITY OF CHICAGO,31,COOK,Ward 12 Precinct 09,723,CITY OF CHICAGO:Ward 12 Precinct 09,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,0,4,0,1,0,0
CITY OF CHICAGO-:-Ward 12 Precinct 10,CITY OF CHICAGO,31,COOK,Ward 12 Precinct 10,1001,CITY OF CHICAGO:Ward 12 Precinct 10,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,1,4,1,0,0,0
CITY OF CHICAGO-:-Ward 12 Precinct 11,CITY OF CHICAGO,31,COOK,Ward 12 Precinct 11,935,CITY OF CHICAGO:Ward 12 Precinct 11,GOVERNOR AND LIEUTENANT GOVERNOR,1,2,2,7,0,0,0,0
CITY OF CHICAGO-:-Ward 12 Precinct 12,CITY OF CHICAGO,31,COOK,Ward 12 Precinct 12,988,CITY OF CHICAGO:Ward 12 Precinct 12,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,4,8,0,4,0,0
CITY OF CHICAGO-:-Ward 12 Precinct 13,CITY OF CHICAGO,31,COOK,Ward 12 Precinct 13,910,CITY OF CHICAGO:Ward 12 Precinct 13,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,2,15,1,1,0,0
CITY OF CHICAGO-:-Ward 12 Precinct 14,CITY OF CHICAGO,31,COOK,Ward 12 Precinct 14,800,CITY OF CHICAGO:Ward 12 Precinct 14,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,2,1,0,0,0,0
CITY OF CHICAGO-:-Ward 12 Precinct 15,CITY OF CHICAGO,31,COOK,Ward 12 Precinct 15,869,CITY OF CHICAGO:Ward 12 Precinct 15,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,1,1,0,2,0,0
CITY OF CHICAGO-:-Ward 12 Precinct 16,CITY OF CHICAGO,31,COOK,Ward 12 Precinct 16,880,CITY OF CHICAGO:Ward 12 Precinct 16,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,0,0,0,0,0,0
CITY OF CHICAGO-:-Ward 12 Precinct 17,CITY OF CHICAGO,31,COOK,Ward 12 Precinct 17,942,CITY OF CHICAGO:Ward 12 Precinct 17,GOVERNOR AND LIEUTENANT GOVERNOR,1,2,3,4,1,0,0,0
CITY OF CHICAGO-:-Ward 12 Precinct 18,CITY OF CHICAGO,31,COOK,Ward 12 Precinct 18,852,CITY OF CHICAGO:Ward 12 Precinct 18,GOVERNOR AND LIEUTENANT GOVERNOR,1,2,0,0,1,0,0,0
